"","NumOfC","NumOfN","NumHBondDonors","NumOfConf","parentspecies","C.C..non.aromatic.","hydroxyl..alkyl.","aldehyde","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","hydroperoxide","log_pSat_Pa"
"21375",9,1,2,4.66343909411207,"apin",0,1,1,0,0,0,1,0,1,-7.96793488300313
"21376",6,0,3,3.78418963391826,"toluene",0,2,2,0,0,0,0,0,0,-4.16770332321592
"21377",7,0,5,4.17438726989564,"toluene",0,4,0,0,0,1,0,0,1,-11.4939639153728
"21378",7,2,1,4.00733318523247,"apin",0,0,0,0,0,0,2,0,0,-1.05115785422751
"21379",7,1,4,5.85507192220243,"toluene",0,3,1,1,0,0,1,0,0,-10.2346841881812
"21380",5,1,3,4.30406509320417,"toluene",0,2,0,1,0,0,0,1,0,-5.01164680733965
"21381",7,1,2,6.32435896238131,"decane",0,1,1,0,0,0,1,0,1,-7.07366020597677
"21382",7,1,2,4.20469261939097,"toluene",1,0,1,0,0,1,0,1,2,-6.04991265028917
"21383",8,0,1,3.09104245335832,"apin",0,0,0,0,0,0,0,0,1,0.14507539654961
"21384",7,1,3,5.02388052084628,"toluene",1,2,1,1,0,0,0,1,0,-10.065395149878
"21385",5,2,1,4.98360662170834,"toluene",0,0,1,0,1,0,1,1,1,-0.76290397986874
"21386",10,1,2,6.12905021006055,"apin",0,1,1,1,0,0,1,0,0,-6.71117378465234
"21387",7,0,3,5.03043792139244,"toluene",0,1,0,1,0,0,0,0,0,-8.20894517891433
"21388",4,1,2,2.89037175789616,"toluene",0,2,1,0,0,1,0,0,0,2.75519951220817
"21389",5,1,2,3.3322045101752,"toluene",0,1,1,0,0,1,0,1,0,-4.32392476141435
"21390",5,2,2,5.56452040732269,"toluene",0,0,0,1,0,0,1,0,1,-2.46536865467341
"21391",7,1,2,3.87120101090789,"toluene",0,1,1,1,0,1,0,1,0,-4.60426641035291
"21392",5,0,3,5.94017125272043,"toluene",0,1,1,0,1,0,0,0,2,-7.77807720132476
"21393",7,0,2,5.78689738136671,"toluene",0,0,1,0,1,0,0,0,2,-5.37322732301034
"21394",7,2,2,6.05678401322862,"apin",0,1,1,0,0,0,1,0,1,-6.47655861762453
"21395",7,1,4,6.24804287450843,"toluene",0,2,1,0,0,0,0,1,2,-10.2584483464762
"21396",7,2,3,4.82028156560504,"toluene",1,2,0,1,0,0,1,0,0,-9.34929059622744
"21397",6,0,4,5.37527840768417,"toluene",0,3,0,0,2,0,0,0,0,-4.82139186122858
"21398",6,1,2,5.11799381241676,"toluene",0,1,1,0,0,0,1,0,1,-7.1408415981957
"21399",7,0,3,6.75343791859778,"decane",0,1,0,0,0,0,0,0,2,-9.27697890607766
"21400",7,1,2,4.91265488573605,"toluene",1,1,0,0,0,0,0,0,1,-2.67881571505663
"21401",7,2,1,5.23110861685459,"apin",0,0,0,0,0,0,2,0,1,-3.79007462613827
"21402",7,2,2,2.07944154167984,"toluene",1,2,0,0,0,0,1,0,0,-6.10007491195644
"21403",6,0,2,5.48063892334199,"toluene",0,1,2,0,0,0,0,0,1,-4.16695179911478
"21404",5,1,2,3.52636052461616,"toluene",1,0,1,0,0,0,1,0,1,-6.17854175191005
"21405",7,1,4,5.95324333428778,"toluene",0,1,0,0,0,1,1,0,1,-6.48530909572341
"21406",7,1,2,4.55387689160054,"toluene",0,2,2,0,0,1,0,1,0,-5.19143372310403
"21407",5,0,2,2.99573227355399,"toluene",0,2,2,0,0,1,0,0,0,-2.05106514628916
"21408",10,0,2,6.04973345523196,"apin",0,1,1,0,0,0,0,0,1,-6.05628237063626
"21409",6,1,1,3.91202300542815,"apin",0,0,0,1,0,0,1,0,0,-2.52626457267451
"21410",7,0,4,6.22059017009974,"toluene",0,2,1,1,0,1,0,0,1,-11.1882641809499
"21411",10,2,2,5.11198778835654,"apin",0,0,0,0,0,0,0,0,2,-4.75326172515607
"21412",7,0,3,4.52178857704904,"toluene",1,1,1,0,0,1,0,0,1,-9.65167673167416
"21413",7,1,1,4.86753445045558,"decane",0,1,0,0,0,0,1,0,0,-3.94247647439827
"21414",6,2,1,5.27299955856375,"toluene",0,0,1,0,0,0,2,0,0,-2.79354923631816
"21415",7,0,2,4.24849524204936,"toluene",0,1,1,0,0,1,0,0,1,-1.44055440081822
"21416",7,1,3,6.22059017009974,"apin",0,0,0,1,0,0,1,0,1,-7.61935925466418
"21417",7,1,2,5.26269018890489,"apin",0,0,0,0,0,0,0,0,1,-6.11031680448363
"21418",7,1,3,6.1463292576689,"toluene",0,1,1,0,1,0,1,0,1,-8.30626494874233
"21419",7,0,2,3.04452243772342,"toluene",1,1,0,0,0,0,0,0,1,-5.97005539810849
"21420",6,0,3,5.52545293913178,"toluene",0,1,1,1,0,1,0,0,1,-6.69844634982254
"21421",7,2,2,5.06259503302697,"toluene",0,1,0,1,0,0,2,0,0,-6.56082368017494
"21422",7,2,3,5.88887795833288,"toluene",0,0,0,0,0,1,1,1,2,-10.3970088867119
"21423",6,1,2,3.95124371858143,"toluene",1,1,0,0,1,0,0,0,1,-11.1541728732694
"21424",7,2,1,4.47733681447821,"apin",0,0,0,0,0,0,2,0,1,-1.32171959370739
"21425",8,1,1,5.31811999384422,"decane",0,1,1,0,0,0,0,0,0,-5.52108243680923
"21426",7,2,1,5.28826703069454,"toluene",0,0,1,0,1,0,1,0,1,-1.50357354178412
"21427",6,2,2,6.33859407820318,"toluene",0,0,0,1,0,0,1,0,1,-4.85611873911447
"21428",6,1,2,3.87120101090789,"toluene",0,1,0,0,0,1,0,1,0,-5.99369387232903
"21429",6,2,1,5.49306144334055,"toluene",0,1,2,0,0,0,2,0,0,-1.36879224994992
"21430",7,1,2,2.56494935746154,"toluene",0,2,0,0,0,0,1,0,0,-5.62311806558214
"21431",7,1,3,4.77068462446567,"toluene",0,2,0,0,0,0,0,0,0,-7.50554830794663
"21432",6,1,2,4.83628190695148,"toluene",0,1,1,1,0,1,1,0,0,-6.11918763179607
"21433",7,1,1,5.5683445037611,"apin",0,0,1,0,0,0,0,0,1,-3.62723155420168
"21434",9,1,2,6.38519439899773,"decane",0,1,0,0,0,0,1,0,1,-7.49591677845226
"21435",9,1,0,3.40119738166216,"apin",0,0,1,0,0,0,1,0,0,-1.62088562110127
"21436",7,1,1,3.17805383034795,"toluene",1,0,0,1,0,1,1,0,0,-6.20198331651091
"21437",7,1,3,4.92725368515721,"toluene",0,1,0,1,0,0,1,0,0,-10.0026303235818
"21438",5,2,2,4.99043258677874,"toluene",0,1,0,0,0,0,0,1,1,-0.944313362228194
"21439",7,0,4,6.15060276844628,"toluene",0,2,2,0,0,0,0,0,2,-10.7047885247952
"21440",6,1,1,2.484906649788,"toluene",1,1,0,0,0,0,1,0,0,-3.04492633439452
"21441",5,0,3,5.25749537202778,"toluene",0,1,1,1,0,0,0,0,0,-9.15186661023022
"21442",7,2,2,2.63905732961526,"toluene",0,2,0,0,0,0,1,1,0,-5.75573102288661
"21443",8,2,1,4.85203026391962,"apin",0,1,0,0,0,0,2,0,0,-2.52253414570906
"21444",7,1,2,6.07073772800249,"toluene",0,1,1,0,1,0,1,0,1,-4.38436000042617
"21445",6,1,1,3.2188758248682,"toluene",0,0,1,0,0,0,0,1,0,-2.38369499592511
"21446",7,2,2,5.30330490805908,"apin",0,0,0,0,0,0,1,0,1,-1.38369545391339
"21447",7,1,2,6.57646956904822,"toluene",0,1,2,1,0,0,1,0,0,-6.06635386271591
"21448",6,0,2,4.89034912822175,"apin",0,0,3,0,0,0,0,0,2,-5.95251239070091
"21449",10,2,2,5.64897423816121,"apin",0,1,0,0,0,0,1,0,1,-8.42314340500094
"21450",10,1,2,6.20455776256869,"apin",0,0,1,0,0,0,0,0,2,-8.70438645694759
"21451",6,2,2,5.78689738136671,"toluene",0,1,0,0,0,0,0,1,1,-4.82199787798641
"21452",7,2,2,5.28320372873799,"toluene",0,2,1,0,0,0,1,0,0,-1.90986169601619
"21453",6,0,3,4.52178857704904,"toluene",1,0,1,0,0,1,0,0,2,-13.9538427296704
"21454",10,0,3,6.14846829591765,"decane",0,1,0,0,0,0,0,0,2,-9.45287404830856
"21455",6,1,2,4.52178857704904,"toluene",0,0,0,0,0,0,1,0,1,-3.70263992393891
"21456",6,2,3,5.6970934865054,"toluene",0,1,0,1,0,0,1,0,1,-7.41048386684155
"21457",9,2,1,5.91350300563827,"apin",0,0,1,1,0,0,2,0,0,-6.12798623915913
"21458",6,2,1,5.94542060860658,"toluene",0,0,1,0,0,0,2,0,1,-3.8544555877763
"21459",5,1,3,4.43081679884331,"toluene",0,1,0,1,0,1,1,0,0,-6.46735331720107
"21460",6,0,0,1.09861228866811,"toluene",1,0,1,0,0,0,0,0,0,-1.42205816745026
"21461",5,1,2,4.18965474202643,"toluene",0,1,0,1,0,0,0,0,0,-5.16389392921997
"21462",6,0,2,5.65599181081985,"toluene",0,0,1,1,0,0,0,0,1,-6.17386229798399
"21463",9,1,1,3.89182029811063,"apin",0,0,1,0,0,0,1,0,1,-4.26477125632337
"21464",7,1,2,5.01727983681492,"toluene",0,1,1,0,0,0,1,0,0,-6.24419612712607
"21465",7,1,5,6.10479323241498,"toluene",0,3,0,0,0,0,0,1,1,-12.2859381869464
"21466",9,1,3,5.63478960316925,"apin",0,2,0,0,0,0,0,0,1,-5.92144838454947
"21467",5,1,3,4.70048036579242,"toluene",0,1,1,0,0,0,0,1,1,-4.222040019032
"21468",6,1,1,3.85014760171006,"toluene",0,0,0,0,0,0,1,0,0,-2.8798827549135
"21469",6,1,2,4.94875989037817,"toluene",0,2,0,0,0,0,0,0,0,-0.728456325705047
"21470",6,2,2,5.05624580534831,"toluene",0,1,1,0,0,0,1,1,1,-1.34415082331312
"21471",5,1,2,4.21950770517611,"toluene",0,1,1,1,0,1,1,0,0,-2.72115277571443
"21472",8,2,1,4.89783979995091,"apin",0,0,1,0,0,0,1,0,1,-4.70665486541531
"21473",5,0,4,5.03043792139244,"toluene",0,1,0,1,0,0,0,0,1,-4.02994094635627
"21474",6,0,4,6.50279004591562,"toluene",0,1,0,2,0,0,0,0,1,-11.577468107919
"21475",6,0,4,4.66343909411207,"toluene",0,3,1,0,0,0,0,0,0,-8.01754542133792
"21476",7,1,2,5.93489419561959,"decane",0,0,0,0,0,0,1,0,2,-6.12073334124164
"21477",7,0,4,6.25958146406492,"toluene",0,1,2,1,0,1,0,0,2,-11.8203885599029
"21478",8,1,2,5.92692602597041,"decane",0,1,0,0,0,0,1,0,1,-7.58712839317947
"21479",9,2,2,6.21460809842219,"apin",0,1,0,0,0,0,1,0,1,-7.95267184618304
"21480",7,2,2,4.70953020131233,"toluene",0,1,0,1,0,0,2,0,0,-7.40808650520367
"21481",5,1,3,5.36129216570943,"toluene",0,1,0,0,0,1,1,0,1,-4.54195890773404
"21482",6,2,1,3.04452243772342,"toluene",0,1,0,0,0,0,0,1,0,-2.11205887201471
"21483",6,2,1,2.99573227355399,"toluene",0,1,0,0,0,0,2,0,0,0.0797751896960214
"21484",7,1,2,5.65599181081985,"apin",0,1,0,0,0,0,0,0,1,-7.06617604300348
"21485",5,0,2,5.34710753071747,"toluene",0,0,2,0,0,0,0,0,2,-3.06072144078794
"21486",7,1,2,5.57594910314632,"apin",0,1,1,0,0,0,1,0,1,-5.85600389909467
"21487",10,2,1,6.17378610390194,"decane",0,0,0,0,0,0,2,0,1,-8.72414450514691
"21488",6,1,3,6.75809450442773,"toluene",0,0,1,1,0,0,0,1,2,-7.97176397231113
"21489",7,1,3,2.94443897916644,"toluene",0,3,0,0,0,0,1,0,0,-5.15277780783831
"21490",6,2,2,5.39362754635236,"toluene",0,0,1,0,0,1,2,0,2,-6.18582154215347
"21491",6,0,2,4.31748811353631,"toluene",0,0,1,1,0,1,0,0,1,-5.71016139270543
"21492",9,1,1,5.46806014113513,"apin",0,0,1,0,0,0,1,0,1,-4.19551148011758
"21493",7,1,1,4.49980967033027,"toluene",0,0,0,1,0,0,0,0,0,-3.12719556243501
"21494",8,1,3,6.33327962813969,"decane",0,3,1,0,0,0,1,0,0,-8.69593362768448
"21495",7,1,4,6.04500531403601,"toluene",0,1,0,1,0,1,0,1,1,-8.48162437200191
"21496",7,1,1,2.83321334405622,"toluene",0,0,0,0,0,1,0,1,0,-3.77500589034957
"21497",5,0,3,4.64439089914137,"toluene",0,0,0,0,0,0,0,0,1,-1.80563562551045
"21498",6,1,3,6.51471269087253,"toluene",0,1,0,0,1,0,0,0,2,-4.66257671824283
"21499",7,2,1,4.76217393479776,"apin",0,0,0,0,0,0,2,0,0,-1.70368997120253
"21500",6,1,1,3.8286413964891,"toluene",0,0,1,0,0,0,0,0,0,-3.96669437469662
"21501",5,1,2,4.78749174278205,"toluene",0,1,1,1,0,0,1,0,0,-1.90225685447309
"21502",7,1,1,3.63758615972639,"toluene",1,0,1,1,0,1,0,0,0,-3.68611087027147
"21503",6,0,3,5.65599181081985,"toluene",0,2,1,0,2,0,0,0,1,-8.11597507804909
"21504",5,0,3,5.30330490805908,"toluene",0,0,0,0,0,1,0,0,2,-5.77636150766141
"21505",7,2,2,6.24804287450843,"toluene",0,0,1,0,0,0,2,0,1,-7.35686497893157
"21506",7,1,3,5.46383180502561,"toluene",0,2,0,1,2,0,1,0,0,-2.05258708965591
"21507",6,2,3,5.32300997913841,"toluene",0,3,0,0,0,0,1,0,0,-6.19335394850922
"21508",8,1,3,5.6937321388027,"apin",0,0,0,1,0,0,1,0,1,-5.96021889230766
"21509",5,0,3,5.78996017089725,"apin",0,1,1,0,0,0,0,0,2,-5.43395563072738
"21510",6,1,2,3.71357206670431,"toluene",0,0,0,1,0,1,0,1,0,-7.74879935968301
"21511",6,0,3,5.17048399503815,"toluene",0,0,1,2,0,1,0,0,1,-9.24522468221132
"21512",5,1,3,4.26267987704132,"toluene",0,3,1,0,0,0,1,0,0,-4.1678313553051
"21513",6,1,1,4.70953020131233,"toluene",0,0,0,0,0,0,0,0,1,-2.8837104130413
"21514",6,1,3,3.43398720448515,"toluene",0,1,0,1,0,0,1,0,0,-7.30741688215551
"21515",9,1,2,5.94542060860658,"decane",0,0,0,1,0,0,1,0,1,-7.4689590747192
"21516",7,1,3,6.96034772910131,"toluene",0,1,1,0,0,0,0,0,2,-4.76374917417031
"21517",8,1,2,5.76519110278484,"decane",0,0,0,0,0,0,1,0,1,-6.42589759276004
"21518",10,2,1,5.78996017089725,"decane",0,1,0,0,0,0,2,0,0,-4.62337446504854
"21519",7,1,3,6.32256523992728,"toluene",0,1,1,1,1,0,1,0,1,-7.99922550591736
"21520",5,0,2,4.47733681447821,"toluene",0,0,0,1,1,0,0,0,1,-4.29137352452127
"21521",6,1,1,3.09104245335832,"toluene",1,0,0,1,2,0,0,0,0,-3.3555400543905
"21522",6,1,2,2.83321334405622,"toluene",0,0,1,0,0,0,1,0,1,-4.2354317326972
"21523",6,1,3,5.07517381523383,"toluene",0,2,0,0,0,0,0,0,0,-1.49528532591003
"21524",7,1,4,5.27299955856375,"toluene",0,3,0,0,0,1,0,0,0,-10.3711857089218
"21525",9,0,3,4.38202663467388,"apin",0,0,0,1,0,0,0,0,2,-8.05181662565033
"21526",4,1,2,3.68887945411394,"toluene",0,0,0,0,0,1,1,0,1,-1.77342413722792
"21527",8,1,1,4.68213122712422,"apin",0,0,1,0,0,0,1,0,1,-4.30502849417441
"21528",6,1,1,3.73766961828337,"apin",0,0,1,1,0,0,1,0,0,-1.69468027826765
"21529",9,0,3,6.15697898558556,"apin",0,1,1,0,0,0,0,0,2,-10.7513323988342
"21530",10,0,2,5.85793315448346,"apin",0,0,1,1,0,0,0,0,1,-7.89713028585022
"21531",7,1,3,6.52502965784346,"apin",0,1,0,0,0,0,1,0,2,-9.34812303666549
"21532",7,1,4,6.65157187358973,"toluene",0,3,1,0,0,0,0,1,1,-10.3402500286627
"21533",6,2,3,6.19031540585315,"toluene",0,2,0,1,0,0,2,0,0,-8.5825693609248
"21534",9,2,0,4.17438726989564,"apin",0,0,2,0,0,0,2,0,0,-3.98475595878479
"21535",6,2,4,5.02388052084628,"toluene",0,3,1,1,0,0,1,1,0,-7.4294934780304
"21536",7,1,3,5.87211778947542,"toluene",0,1,0,1,1,0,0,1,1,-9.6960366928242
"21537",7,1,3,5.64897423816121,"toluene",0,2,1,0,0,1,0,0,1,-6.87112595428235
"21538",6,2,2,5.37063802812766,"toluene",0,2,1,0,0,0,0,1,0,-2.44615662549209
"21539",7,2,3,5.12396397940326,"toluene",0,2,1,1,0,0,1,1,0,2.57030685780303
"21540",9,0,3,6.28785856016178,"decane",0,1,0,0,0,0,0,0,2,-9.94327807331999
"21541",7,0,3,5.79605775076537,"toluene",0,2,2,0,1,0,0,0,1,-5.21454371450636
"21542",7,1,3,6.4393503711001,"toluene",0,0,1,1,0,0,0,1,1,-8.63276988024693
"21543",6,1,4,4.11087386417331,"toluene",1,2,0,0,0,0,0,1,2,-7.25244630816808
"21544",7,1,2,5.66988092298052,"apin",0,1,1,0,0,0,0,0,1,-3.16848060028129
"21545",6,1,3,5.68017260901707,"toluene",0,1,1,0,0,1,0,1,2,-8.97091517161897
"21546",6,2,2,5.63478960316925,"toluene",0,1,1,0,0,0,2,0,1,-7.69003678786318
"21547",7,0,2,5.50125821054473,"toluene",0,0,1,0,0,1,0,0,2,-5.58667570363662
"21548",6,0,2,4.58496747867057,"toluene",1,1,1,0,1,0,0,0,0,-7.60934131621077
"21549",9,2,1,5.40267738187228,"apin",0,1,1,0,0,0,2,0,0,-4.19806723142153
"21550",5,1,2,4.44265125649032,"toluene",0,1,0,0,0,0,0,0,1,-3.6966625736377
"21551",6,1,3,5.98393628068719,"toluene",0,1,0,1,1,0,1,0,1,-7.37154794888019
"21552",6,2,2,4.89034912822175,"toluene",0,0,0,0,1,0,1,1,1,-3.74996317116004
"21553",3,2,2,3.2188758248682,"toluene",0,1,0,1,0,0,0,1,0,-0.747995085136022
"21554",7,1,1,2.83321334405622,"toluene",0,0,1,0,0,0,0,1,0,-3.54866487975198
"21555",9,2,0,3.95124371858143,"apin",0,0,1,0,0,0,1,0,0,-3.6250744866705
"21556",8,0,3,5.71373280550937,"apin",0,1,1,1,0,0,0,0,1,-6.5633872728677
"21557",4,1,4,5.28826703069454,"toluene",0,1,0,1,0,0,1,0,2,-6.80359575989623
"21558",6,2,2,4.71849887129509,"toluene",0,2,0,0,0,0,1,0,0,-2.28645962942933
"21559",7,0,3,2.83321334405622,"toluene",1,2,0,0,0,1,0,0,1,-5.64854226325223
"21560",4,1,2,4.06044301054642,"toluene",0,0,1,0,0,1,0,1,2,-1.78223981094648
"21561",6,2,2,4.82028156560504,"toluene",0,0,0,1,0,1,1,1,1,-3.04969503955414
"21562",7,1,4,6.25190388316589,"toluene",0,2,1,1,0,1,0,0,1,-12.3434334909653
"21563",7,2,1,5.25227342804663,"decane",0,1,0,0,0,0,2,0,0,-2.61942303565757
"21564",10,2,1,6.09582456243222,"apin",0,0,0,0,0,0,2,0,1,-5.61153549281064
"21565",7,0,3,5.6970934865054,"toluene",0,1,2,1,2,0,0,0,1,-9.92048783803111
"21566",10,0,4,6.51025834052315,"apin",0,1,1,0,0,0,0,0,3,-15.7041092668829
"21567",5,0,2,3.09104245335832,"toluene",1,0,0,1,2,0,0,0,1,-2.37216068128911
"21568",7,2,2,5.11799381241676,"toluene",1,0,0,0,0,1,1,0,1,-6.01749347269139
"21569",10,1,3,5.42934562895444,"apin",0,1,0,0,0,0,1,0,2,-9.86594715589594
"21570",8,1,1,4.74493212836325,"apin",0,0,1,1,0,0,1,0,0,-3.99831589596657
"21571",7,2,2,4.91265488573605,"toluene",0,2,1,0,0,0,2,0,0,-6.54978891874521
"21572",7,0,3,6.64639051484773,"toluene",0,1,1,0,0,0,0,0,2,-9.05161901270658
"21573",7,2,1,4.80402104473326,"apin",0,0,0,1,0,0,2,0,0,-1.57169798105611
"21574",7,1,2,5.98645200528444,"toluene",0,1,2,0,2,0,1,0,1,-5.28370715021492
"21575",7,1,2,5.44241771052179,"apin",0,1,0,0,0,0,1,0,1,-5.11956020539214
"21576",7,0,3,6.31535800152233,"apin",0,1,0,1,0,0,0,0,1,-8.22212917866707
"21577",5,0,3,4.31748811353631,"toluene",0,2,2,0,0,1,0,0,1,-5.96589899381401
"21578",6,1,2,4.02535169073515,"",0,1,0,0,0,0,0,1,0,-5.07683529786508
"21579",6,0,2,5.36129216570943,"toluene",0,0,1,1,0,0,0,0,1,-4.62466704826381
"21580",8,2,2,5.99645208861902,"apin",0,0,0,1,0,0,2,0,1,-6.64236060265933
"21581",9,2,1,4.0943445622221,"apin",0,0,0,0,0,0,2,0,1,-4.67706685388624
"21582",9,2,1,4.67282883446191,"apin",0,0,1,0,0,0,2,0,0,-3.74258885401942
"21583",5,0,1,2.63905732961526,"toluene",1,0,2,0,0,0,0,0,0,-0.807080555183692
"21584",7,0,2,4.12713438504509,"toluene",0,0,0,1,0,0,0,0,1,-5.22086477977172
"21585",9,0,3,6.32076829425058,"apin",0,2,1,0,0,0,0,0,1,-4.60664824271959
"21586",6,0,2,5.27299955856375,"apin",0,0,2,0,0,0,0,0,2,-5.07003227447145
"21587",6,1,4,3.29583686600433,"",0,3,0,0,0,0,0,1,1,-7.08333737353651
"21588",8,1,3,6.83625927727707,"apin",0,0,0,1,0,0,1,0,2,-10.581378755606
"21589",7,1,2,4.36944785246702,"toluene",0,0,1,0,0,0,1,0,1,-6.03312553373268
"21590",6,1,2,2.70805020110221,"toluene",0,1,0,0,0,0,0,0,0,2.33550389648404
"21591",7,0,1,2.39789527279837,"apin",1,1,0,0,0,0,0,0,0,-0.387796529075084
"21592",10,1,1,5.68697535633982,"decane",0,0,0,0,0,0,1,0,1,-6.55791507900337
"21593",10,2,2,6.30261897574491,"apin",0,0,0,1,0,0,1,0,1,-9.53744719003728
"21594",6,2,2,6.21860011969173,"toluene",0,1,1,0,1,0,1,0,1,-3.57532985552275
"21595",7,0,2,5.36597601502185,"apin",0,0,2,1,0,0,0,0,1,-6.636334128512
"21596",7,1,2,4.4188406077966,"toluene",0,1,0,1,0,1,0,0,0,-4.32067543847566
"21597",6,2,1,4.38202663467388,"toluene",0,0,1,0,0,1,1,0,1,-1.25447512008535
"21598",5,1,2,4.53259949315326,"toluene",0,0,0,0,0,0,1,0,2,-3.16995242373753
"21599",7,0,3,5.91620206260743,"toluene",1,0,0,2,0,0,0,0,1,-6.60893855141176
"21600",6,2,2,5.03695260241363,"toluene",0,1,0,0,0,0,1,0,0,-3.10452950150263
"21601",7,2,1,5.52942908751142,"apin",0,0,1,0,0,0,2,0,1,-3.50608476276819
"21602",9,1,2,6.65672652417839,"apin",0,0,1,1,0,0,1,0,1,-6.72644110153624
"21603",6,2,3,6.43133108193348,"toluene",0,1,0,0,1,0,1,0,1,-7.18751583910195
"21604",7,0,3,4.06044301054642,"toluene",0,1,2,1,0,0,0,0,1,-2.97425857549476
"21605",6,0,2,3.52636052461616,"toluene",1,0,0,1,0,0,0,0,1,-5.79688846118071
"21606",7,0,2,4.07753744390572,"toluene",0,1,2,0,0,0,0,0,1,-6.0517917233331
"21607",6,1,3,5.52942908751142,"toluene",0,1,0,0,0,0,0,1,1,-4.99752622601993
"21608",7,0,4,3.36729582998647,"toluene",0,3,1,0,0,0,0,0,1,-8.06685971788863
"21609",7,2,2,4.77912349311153,"toluene",1,0,0,1,0,0,2,0,1,-4.85148351179
"21610",4,1,1,1.38629436111989,"toluene",0,1,1,0,0,1,1,0,0,-0.673700992838613
"21611",6,1,2,1.38629436111989,"toluene",0,0,0,0,0,0,0,1,1,-5.49623316625195
"21612",8,0,2,5.84643877505772,"apin",0,1,0,0,0,0,0,0,1,-5.41319120072799
"21613",6,2,2,4.59511985013459,"toluene",0,1,0,1,0,0,2,0,0,-6.14566495043075
"21614",6,1,3,2.39789527279837,"toluene",1,2,0,0,0,0,0,1,1,-8.54971463268858
"21615",6,2,1,4.18965474202643,"toluene",0,0,1,0,0,1,1,0,0,-3.56554008759038
"21616",8,0,4,6.87212810133899,"decane",0,3,0,0,0,0,0,0,1,-12.2515339268892
"21617",8,1,1,4.79579054559674,"apin",0,1,2,0,0,0,1,0,0,-4.82478598751743
"21618",7,1,3,5.23110861685459,"toluene",0,0,0,0,0,1,1,0,1,-10.2043338213341
"21619",8,1,2,5.90536184805457,"decane",0,0,0,1,0,0,1,0,1,-8.07205098240855
"21620",7,1,3,5.59471137960184,"toluene",0,0,1,1,0,1,1,0,2,-8.05830468213495
"21621",8,1,3,5.79909265446053,"apin",0,1,0,0,0,0,0,0,1,-3.46878037342289
"21622",7,1,2,5.40717177146012,"toluene",0,1,2,1,2,0,1,0,0,-6.16901396588232
"21623",10,1,1,5.49306144334055,"decane",0,0,0,0,0,0,1,0,1,-6.37592332873478
"21624",7,1,3,4.47733681447821,"toluene",1,1,0,1,0,1,0,1,0,-8.82861086934737
"21625",3,1,2,3.85014760171006,"toluene",0,0,0,1,0,0,0,0,1,-0.736409789340638
"21626",6,2,2,4.02535169073515,"toluene",0,2,0,0,0,0,0,0,0,-3.00326044590425
"21627",7,1,3,6.62140565176413,"apin",0,0,1,2,0,0,1,0,1,-8.74183458906862
"21628",7,1,4,6.34212141872115,"toluene",0,1,1,2,0,0,1,0,1,-10.645301995486
"21629",7,0,1,3.36729582998647,"toluene",1,0,3,0,0,1,0,0,1,-4.47045947208409
"21630",6,1,2,4.52178857704904,"toluene",0,1,0,1,1,0,0,0,0,-2.48227088704364
"21631",9,0,3,6.51619307604296,"apin",0,0,1,0,0,0,0,0,3,-8.44008104227852
"21632",7,1,3,5.87493073085203,"toluene",0,2,1,0,0,0,1,0,0,-7.68639897637783
"21633",7,1,3,6.25766758788264,"toluene",0,1,1,2,0,0,1,0,0,-9.31353590999644
"21634",6,1,3,5.18738580584075,"toluene",0,1,0,1,0,1,1,0,0,-9.5490379119442
"21635",7,2,2,5.93489419561959,"apin",0,1,1,0,0,0,2,0,1,-6.46143950184634
"21636",6,0,3,6.35262939631957,"toluene",0,1,2,0,0,0,0,0,1,-8.75394608792993
"21637",7,1,3,6.05443934626937,"apin",0,0,0,1,0,0,1,0,2,-7.00719745074433
"21638",10,1,1,5.69035945432406,"decane",0,0,0,0,0,0,1,0,1,-6.32869700147224
"21639",7,2,2,5.39362754635236,"toluene",0,1,2,0,0,0,2,0,1,-5.94093480949465
"21640",7,2,1,5.01727983681492,"apin",0,0,1,0,0,0,1,0,1,-2.99916760010054
"21641",7,1,3,5.78074351579233,"toluene",0,1,1,1,0,1,1,0,1,-7.89930274852944
"21642",6,2,2,5.53733426701854,"toluene",0,0,0,0,0,0,1,0,1,-3.79079095846925
"21643",5,1,2,5.08140436498446,"toluene",0,0,0,1,1,0,1,0,1,-2.49386668628659
"21644",7,1,3,6.10702288774225,"apin",0,1,0,1,0,0,1,0,0,-8.39944533843708
"21645",6,1,3,4.81218435537242,"toluene",0,1,0,0,0,1,0,0,1,-4.14280527124598
"21646",7,0,4,6.69208374250663,"toluene",0,1,1,1,0,0,0,0,2,-12.1067607736776
"21647",6,1,2,4.64439089914137,"toluene",0,1,1,1,0,0,0,1,0,-4.89864420457025
"21648",9,2,1,5.50533153593236,"decane",0,1,0,0,0,0,1,0,0,-7.3535294047113
"21649",7,2,3,5.36129216570943,"toluene",0,2,0,1,0,1,0,1,0,-6.68514986967288
"21650",6,2,1,4.35670882668959,"toluene",0,0,0,0,0,0,1,0,1,-3.52164734496395
"21651",6,2,0,4.93447393313069,"toluene",0,0,2,0,0,0,2,0,0,-2.57504078341055
"21652",7,1,2,5.20948615284142,"toluene",0,2,1,0,0,0,1,0,0,-6.4691654855913
"21653",7,2,2,5.03043792139244,"toluene",1,0,0,1,0,1,1,1,1,-6.16421933101015
