"ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","parentspecies","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester"
22253,-2.26019910073474,343.997552936,31,7,14,2,2,142,19,"toluene",0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
22254,-2.39222792707864,150.05282342,20,5,5,0,2,25,6,"apin",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22255,-8.53927337022327,253.006995424,24,6,10,1,3,376,40,"toluene",0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
22256,-4.82801820817178,205.022251564,21,6,7,1,2,46,14,"toluene",0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
22257,-1.29695390389649,267.981508948,22,5,11,2,1,48,34,"toluene",0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0
22258,-6.98692185781861,312.007723696,29,7,12,2,2,325,40,"toluene",0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0
22259,-6.35913689208557,328.002638316,30,7,13,2,3,497,40,"toluene",0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0
22260,-4.64398486842299,204.985866056,17,5,8,1,2,23,5,"toluene",0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
22262,0.298596532915119,293.997159012,26,7,11,2,0,20,20,"toluene",0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0
22263,-4.51219900435154,222.001181772,21,6,9,0,2,187,21,"toluene",0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0
22264,-1.9922654087739,295.976423568,24,6,12,2,1,181,40,"toluene",0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0
22265,-5.44261089310079,267.095416504,35,9,8,1,2,387,40,"decane",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
22266,-5.48811809587687,272.996824664,25,5,12,1,4,629,40,"toluene",0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0
22270,-9.3519216237532,246.99643074,22,7,9,1,2,53,24,"toluene",1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
22272,-4.64528874548383,222.99643074,20,5,9,1,2,109,31,"toluene",0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
22273,-1.2377810065556,248.975695296,20,6,10,1,1,37,21,"toluene",0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0
22274,-5.47127988627429,316.002638316,29,6,13,2,3,333,11,"toluene",0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0
22276,-2.74754820089019,345.976817492,29,6,15,2,2,162,34,"toluene",0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
22279,-2.7082448756986,297.992073632,26,6,12,2,1,79,40,"toluene",1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
22280,0.668360534888574,182.017500532,18,3,7,2,1,40,32,"apin_decane",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
22281,-8.10603542358886,267.059030996,31,8,9,1,2,302,7,"decane",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
22282,-8.92604093137097,282.9811746,24,6,12,1,3,178,20,"toluene",0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0
22283,-1.87516658081841,250.04371528,27,7,8,2,0,44,40,"apin",0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
22286,-6.08891415561081,309.06959568,36,10,10,1,2,293,14,"apin",0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
22287,-5.78735197564085,265.006995424,25,7,10,1,2,59,7,"toluene",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
22288,-8.21115294382132,264.084517472,34,10,8,0,2,272,40,"apin",0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0
22290,-7.88988085817951,356.033938444,36,9,13,2,2,832,40,"apin",0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0
22291,-7.51312254719578,293.07468106,35,10,9,1,2,652,40,"apin",0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0
22292,-3.28455589989617,197.017166184,20,4,8,1,2,83,28,"toluene",0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
22294,-2.66042646868713,206.006267152,20,6,8,0,2,35,6,"toluene",0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
22295,-11.9709818720786,252.011746456,25,7,10,0,3,411,17,"toluene",0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0
22296,-6.81201535056155,192.027002596,21,6,7,0,3,84,3,"toluene",0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
22297,-5.92249925962565,309.992073632,27,7,12,2,2,154,17,"toluene",0,0,2,2,1,0,0,0,1,1,0,0,1,0,0,0
22298,-4.97036809471781,309.06959568,36,10,10,1,3,93,16,"apin",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
22299,-7.859060570648,208.021917216,22,6,8,0,3,591,40,"toluene",0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0
22300,-12.4372103097308,237.996096392,22,6,10,0,4,188,1,"toluene",0,0,2,2,0,0,0,1,0,0,0,0,0,1,1,0
22301,-6.81454502680512,192.027002596,21,6,7,0,3,51,6,"toluene",0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0
22303,-9.91769439242892,283.017560108,28,7,11,1,4,642,34,"toluene",0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0
22305,-8.60707678226857,315.007389348,30,7,13,1,4,477,34,"toluene",0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0
22307,-10.4709130288271,234.073952788,30,9,7,0,3,373,11,"apin",0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0
22308,-3.33814132290812,282.9811746,24,6,12,1,3,246,8,"toluene",0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0
22309,-1.85317412116978,160.037173356,19,6,5,0,2,92,17,"toluene",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
22310,-5.79922064201566,294.069930028,34,9,9,2,1,308,40,"apin",0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0
22311,-6.18751383964089,283.017560108,28,7,11,1,4,498,14,"toluene",0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0
22312,-3.66926659794443,327.966252808,26,6,14,2,2,177,40,"toluene",0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
22313,-1.87482838033433,285.033210172,30,7,11,1,5,472,3,"toluene",0,0,3,0,1,0,0,0,1,0,0,0,0,2,0,0
22314,-5.88087514246497,191.990617088,17,5,8,0,2,118,28,"toluene",0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0
22316,-0.315139445015412,234.04880066,26,7,7,2,0,17,17,"apin",1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
22317,-2.21009311067652,329.981902872,28,6,14,2,2,85,13,"toluene",0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
22318,-2.27262348649045,237.012080804,23,6,9,1,1,67,40,"toluene",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
22320,-3.63250112963628,223.032816248,24,6,8,1,2,148,40,"toluene",0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
22321,-7.07095181798867,284.996824664,26,6,12,1,3,816,40,"toluene",0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
22322,-4.7933646200293,329.981902872,28,6,14,2,2,245,40,"toluene",0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
22323,-4.86436706962214,373.971732112,31,7,16,2,2,545,40,"toluene",0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0
22325,-6.33991717978516,297.992073632,26,6,12,2,1,56,12,"toluene",0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0
22328,-3.11415947512483,222.99643074,20,5,9,1,2,110,25,"toluene",0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0
22329,-6.89060669559969,194.006267152,19,5,8,0,3,83,13,"toluene",0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0
22330,-8.28169655613917,238.0324819,26,7,9,0,4,221,2,"toluene",0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0
22331,-4.24524302954282,239.027730868,25,6,9,1,2,155,10,"apin_decane",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
22332,-2.9718732968747,312.007723696,29,7,12,2,2,128,11,"toluene",0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0
22333,-4.72577702913402,266.98625998,23,6,11,1,2,295,38,"toluene",0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,0
22334,-4.88649982796654,269.997159012,24,5,11,2,3,215,9,"toluene",0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
22335,-1.00853861160474,306.069930028,35,10,9,2,1,33,13,"apin",0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
22336,0.558543505527027,187.995702468,17,6,7,0,0,20,20,"toluene",0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0
22337,-3.86427050795088,298.97608922,25,6,13,1,3,336,40,"toluene",0,0,1,1,1,0,0,1,0,0,0,1,0,2,0,0
22338,-1.30237440377455,231.110672644,33,10,5,1,0,27,27,"decane",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
22339,-8.87285893613836,238.0324819,26,7,9,0,5,130,18,"toluene",0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0
22341,-9.11509451102922,222.001181772,21,6,9,0,3,220,40,"toluene",0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
22342,-11.5057679412517,281.001910044,26,7,11,1,3,811,40,"toluene",0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0
22343,-3.45852653906348,325.986988252,28,7,13,2,1,169,40,"toluene",0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
22344,-5.54754498625379,206.006267152,20,6,8,0,2,86,29,"toluene",0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0
22346,-8.15853799698843,236.016831836,24,7,9,0,3,318,15,"toluene",0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0
22349,-4.89444172413745,280.017894456,27,7,10,2,1,42,40,"toluene",0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
22350,-6.61448415973518,329.981902872,28,6,14,2,3,464,40,"toluene",0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
22351,-5.66637547771976,300.991739284,27,6,13,1,3,260,13,"toluene",0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0
22352,-12.2812767249449,238.068867408,30,8,8,0,4,834,30,"apin",0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0
22353,-6.8717987276933,266.98625998,23,6,11,1,3,114,23,"toluene",1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
22354,1.61405068565342,175.01168688,17,5,6,1,0,9,9,"toluene",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
22357,-2.24470984543653,282.9811746,24,6,12,1,2,78,40,"toluene",0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0
22361,-6.97604730754814,220.021917216,23,7,8,0,3,255,5,"toluene",0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0
22363,-3.50494805048342,195.00151612,18,4,8,1,2,54,26,"toluene",0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0
22364,-8.94651545692715,328.002638316,30,7,13,2,3,300,26,"toluene",0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0
22367,-4.78216499635746,312.007723696,29,7,12,2,2,213,40,"apin",0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0
22368,-0.894985344090992,282.03354452,29,7,10,2,0,15,15,"apin",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
22369,1.0034697693218,164.990951436,14,3,7,1,1,34,25,"toluene",0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
22370,-1.15436772936382,175.01168688,17,5,6,1,1,14,8,"toluene",0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
22371,-6.39948167742842,291.059030996,33,10,9,1,1,429,40,"decane",0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0
22372,-4.49294756388498,341.981902872,29,7,14,2,2,89,7,"toluene",0,0,0,0,2,0,0,0,1,1,0,0,1,1,1,0
22373,-6.37064726085514,311.048860236,34,9,11,1,2,333,40,"apin",0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0
22374,-6.99014462928554,283.017560108,28,7,11,1,4,490,40,"toluene",0,0,3,0,2,0,0,1,1,0,0,0,0,1,0,0
22375,-8.80971578713521,228.011746456,23,5,10,0,4,773,40,"toluene",0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0
22376,-13.8772396595723,299.012474728,29,7,12,1,4,430,6,"toluene",0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
22377,1.21682433237882,278.075015408,33,9,8,2,1,34,14,"apin",0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
22380,-8.88758097111975,309.06959568,36,10,10,1,3,57,12,"apin",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
22381,-7.3525608410906,328.002638316,30,7,13,2,3,151,14,"toluene",0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0
22382,-3.77685958807357,373.971732112,31,7,16,2,2,586,40,"toluene",0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0
22383,-3.91462837164369,217.058637072,26,8,6,1,1,29,19,"apin",0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
22384,-8.90958284718986,280.079432092,35,10,9,0,4,1081,32,"apin",0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0
22385,-6.07638158224742,310.97608922,26,7,13,1,2,266,40,"toluene",0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
22387,-4.27558620128982,293.07468106,35,10,9,1,2,254,6,"apin",1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
22388,-3.93826951444175,308.049194584,33,9,10,2,1,210,40,"apin",0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0
22389,-5.8054355295039,241.006995424,23,5,10,1,3,293,40,"toluene",0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0
22390,-6.95313464519704,241.006995424,23,5,10,1,3,167,36,"toluene",0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
22392,-3.26122743658113,306.069930028,35,10,9,2,0,101,40,"apin",0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
22393,-5.65151985875265,278.98625998,24,7,11,1,2,63,25,"toluene",1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
22395,-1.17108864484229,280.965524536,22,6,12,1,1,39,23,"toluene",0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0
22396,-3.17904898663455,160.000787848,15,5,6,0,1,8,5,"toluene",0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
22399,-6.62357893893914,199.995702468,18,7,7,0,1,4,3,"toluene",0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0
22400,-4.30796587083214,294.9811746,25,7,12,1,1,101,40,"toluene",0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0
22401,-3.93480210899765,296.049194584,32,8,10,2,1,256,40,"apin",0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
22402,-7.55333069095814,283.017560108,28,7,11,1,5,215,1,"toluene",0,0,4,1,0,1,0,0,0,1,0,0,1,0,0,0
22403,-2.79091230439231,357.976817492,30,7,15,2,2,176,39,"toluene",0,0,1,0,2,0,0,0,1,0,0,1,1,1,0,0
22404,-9.24871127775797,236.089602852,32,9,7,0,3,249,40,"apin",0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
22406,-11.0688851134477,328.002638316,30,7,13,2,3,210,2,"toluene",0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
22407,-3.96340440468456,310.97608922,26,7,13,1,2,149,40,"toluene",0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0
22409,-4.73815850761166,315.966252808,25,5,14,2,2,354,40,"toluene",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
22410,-2.97501166528884,216.985866056,18,6,8,1,1,21,13,"toluene",1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0
22411,-6.77457908860652,314.059759268,35,8,11,2,2,430,40,"apin",0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
22414,-5.87416653368136,298.97608922,25,6,13,1,3,166,20,"toluene",1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
22417,-9.2671607813933,331.997552936,30,6,14,2,4,410,29,"toluene",0,0,2,0,0,1,0,0,2,0,0,0,1,1,0,0
22418,-4.24263902695669,328.002638316,30,7,13,2,3,155,7,"toluene",0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,0
22419,-9.62029530395887,281.111066568,38,10,8,1,3,491,40,"decane",0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0
22423,-5.23637592293885,286.02845914,29,6,11,2,2,557,40,"apin",0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
22424,-5.36459846473363,329.981902872,28,6,14,2,2,333,40,"toluene",0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0
22427,-7.88480635795509,283.017560108,28,7,11,1,3,147,5,"toluene",0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0
22428,-4.67545317593579,278.98625998,24,7,11,1,2,193,31,"toluene",0,0,0,0,3,1,1,0,0,1,0,0,0,1,0,0
22431,-0.164445602378488,130.026608672,15,5,4,0,1,14,10,"toluene",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22432,-8.82195005139901,298.02845914,30,7,11,2,3,413,40,"toluene",0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0
22435,-4.31511996453225,233.017166184,23,7,8,1,3,22,12,"toluene",1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0
22436,-2.75959472395588,172.000787848,16,6,6,0,1,23,14,"toluene",0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0
22437,-3.90677891960185,312.007723696,29,7,12,2,1,229,40,"apin",0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
22439,-2.16836427616713,233.126322708,35,10,5,1,1,154,40,"decane",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
22441,-6.91926921671883,269.001910044,25,6,11,1,3,435,22,"toluene",0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0
22442,-10.653864706241,240.011746456,24,6,10,0,5,246,28,"toluene",0,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0
22446,-2.0076063325397,234.99643074,21,6,9,1,1,75,40,"toluene",0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0
22447,-7.35432452819986,316.002638316,29,6,13,2,3,379,21,"toluene",0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0
22448,-0.393564325082663,311.971338188,25,6,13,2,1,96,40,"toluene",0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0
22450,-8.35405601122615,361.971732112,30,6,16,2,4,326,27,"toluene",0,0,2,0,1,0,0,0,2,0,0,0,1,1,1,0
22451,-3.95455198216395,269.001910044,25,6,11,1,3,160,3,"toluene",0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
22452,-8.06399359505835,220.058302724,27,8,7,0,3,457,34,"apin",0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0
22454,-13.2950013231492,236.016831836,24,7,9,0,4,634,1,"toluene",0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,0
22456,-8.25797505848255,338.059759268,37,10,11,2,1,428,40,"apin",0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0
22457,-5.31478053092905,310.101230156,39,10,9,2,1,177,40,"decane",0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
22459,-2.89172904475159,312.007723696,29,7,12,2,2,202,40,"toluene",0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0
22460,-4.30119009959738,269.001910044,25,6,11,1,2,220,40,"toluene",0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
22462,-8.56104996988761,222.001181772,21,6,9,0,4,181,10,"toluene",0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0
22463,-7.93803323216028,249.996096392,23,7,10,0,2,467,40,"toluene",0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0
22465,4.86907239819368,148.996036816,13,3,6,1,0,2,2,"apin_decane_toluene",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22467,-4.91314132768834,250.99134536,22,6,10,1,1,116,40,"toluene",0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0
22469,-1.37522910994931,250.99134536,22,6,10,1,1,101,29,"toluene",0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0
22470,-3.00506207012466,222.99643074,20,5,9,1,1,82,31,"toluene",0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0
22471,-5.84267525401249,237.08485182,31,8,7,1,2,228,40,"decane",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
22472,-8.26293241084908,357.976817492,30,7,15,2,3,453,35,"toluene",0,0,2,1,0,1,0,0,1,0,0,1,1,0,0,0
22473,-0.0562086431951056,232.980780676,19,6,9,1,0,3,3,"toluene",0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0
22475,-6.00484607715908,226.99134536,20,4,10,1,3,188,32,"toluene",0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0
22476,-4.48743267873694,277.043380932,30,9,9,1,1,291,40,"decane",0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0
22477,-3.51198394547781,312.007723696,29,7,12,2,1,223,40,"apin",0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0
22478,-8.28656331414112,297.06959568,35,9,10,1,3,959,40,"apin",0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0
22481,-4.13650354263234,266.0386299,28,7,9,2,1,53,30,"apin",0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
22483,-5.92448580637642,271.017560108,27,6,11,1,4,310,20,"toluene",0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0
22485,-7.45112349668846,238.0324819,26,7,9,0,4,373,40,"toluene",0,0,2,1,1,0,0,1,0,0,0,0,0,2,0,0
22487,-5.07255014413088,166.011352532,17,4,7,0,3,45,28,"toluene",0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
22490,-9.98976365989806,266.98625998,23,6,11,1,3,159,17,"toluene",1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0
22491,-1.21523916619842,309.992073632,27,7,12,2,1,43,35,"toluene",1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
22492,-4.99780758755573,297.992073632,26,6,12,2,2,325,40,"toluene",0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
22493,-8.70726907432316,284.996824664,26,6,12,1,4,606,1,"toluene",0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0
22494,-2.27840376622626,190.011352532,19,6,7,0,2,52,6,"toluene",0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
22495,-11.1846866823531,325.0645103,37,10,11,1,3,1022,40,"apin",0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0
22496,-9.84144491148315,206.006267152,20,6,8,0,4,51,1,"",0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0
22498,-5.45847189010613,237.012080804,23,6,9,1,2,403,40,"toluene",0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
22499,-4.70263868827591,263.100501884,35,10,7,1,2,119,40,"apin",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
22500,-0.584981645906057,193.022251564,20,5,7,1,1,13,13,"toluene",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
22501,-4.97158298775412,253.006995424,24,6,10,1,3,96,4,"toluene",0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
22502,-11.1008935176944,361.971732112,30,6,16,2,4,474,4,"toluene",0,0,3,1,0,0,0,0,1,0,0,1,1,1,0,0
22503,-4.35262976631237,257.001910044,24,5,11,1,3,116,23,"toluene",0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0
22504,-6.13338022365657,282.9811746,24,6,12,1,2,64,12,"toluene",0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
22507,-6.98423421184036,234.110338296,34,10,6,0,2,391,40,"decane",0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
22508,-3.40368947405372,233.017166184,23,7,8,1,1,8,7,"toluene",0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
22509,-8.13684590801796,269.038295552,29,7,10,1,3,645,40,"apin",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
22510,-2.83120197103119,238.99134536,21,5,10,1,3,101,16,"toluene",0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1
22511,-11.0462915565311,326.096144776,40,10,10,2,2,499,40,"decane",0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
22512,-3.11457276460926,160.000787848,15,5,6,0,1,15,13,"toluene",1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0
22513,-3.40467712852525,249.121237328,36,10,6,1,1,150,40,"decane",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
22515,-10.2861231694523,283.017560108,28,7,11,1,5,262,34,"toluene",0,0,4,1,0,1,0,0,0,1,0,0,1,0,0,0
22516,-8.0380852070874,220.021917216,23,7,8,0,3,173,25,"toluene",0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0
22518,-0.260633912107664,293.960773504,22,6,12,2,2,2,1,"toluene",0,0,2,0,3,0,0,0,1,1,0,0,1,0,0,0
22519,-4.4074965445154,343.997552936,31,7,14,2,3,492,33,"toluene",0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0
22520,1.87173538279644,295.976423568,24,6,12,2,0,4,4,"toluene",0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0
22521,-12.7104477848401,250.99134536,22,6,10,1,3,68,11,"toluene",1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22522,-5.61886063390655,283.017560108,28,7,11,1,3,561,40,"apin",0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
22523,-7.10687873031373,222.001181772,21,6,9,0,2,42,7,"toluene",0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0
22524,-4.21831042408197,293.997159012,26,7,11,2,1,31,16,"toluene",0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
22525,-8.00509822125134,283.017560108,28,7,11,1,3,681,20,"toluene",0,0,1,2,0,0,0,1,1,0,0,0,0,2,0,0
22527,-6.22269758575169,284.996824664,26,6,12,1,3,219,25,"toluene",0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0
22528,-4.06158223807536,239.027730868,25,6,9,1,2,277,40,"apin",0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0
22531,-1.99445210186756,298.02845914,30,7,11,2,2,265,40,"apin",0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0
22532,-4.8626054430158,190.011352532,19,6,7,0,2,139,40,"toluene",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
22534,-6.61074605931304,267.022645488,27,7,10,1,3,44,24,"toluene",0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0
22535,-3.04486258335473,290.075015408,34,10,8,2,1,8,7,"apin",0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
22537,-3.82667318705693,166.011352532,17,4,7,0,2,67,25,"toluene",0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
