"","ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumHBondDonors","NumOfConf","parentspecies","hydroxyl..alkyl.","ketone","carboxylic.acid","carbonylperoxynitrate","hydroperoxide","carbonylperoxyacid"
"20269",24058,-6.50929869201496,296.996824664,27,7,12,3,213,"toluene",2,1,0,1,1,0
"20270",24059,-1.59331203670727,180.985866056,15,3,8,2,51,"toluene",1,0,1,0,0,0
"20271",24060,-8.93239634950156,218.079038168,29,9,6,2,405,"decane",1,3,0,0,1,0
"20272",24061,-4.38334975298602,266.98625998,23,6,11,2,134,"toluene",0,0,1,1,1,0
"20273",24062,-4.49741293741819,329.981902872,28,6,14,3,58,"toluene",2,1,0,1,1,0
"20274",24063,-3.97391490858991,252.970609916,20,5,11,2,35,"toluene",0,0,0,0,0,2
"20275",24064,2.85329833733755,209.976029644,16,3,9,0,3,"toluene",0,1,0,0,0,0
"20276",24065,-6.26456820370479,293.997159012,26,7,11,2,138,"toluene",1,2,0,0,0,1
"20277",24066,-8.17839163909053,281.038295552,30,8,10,2,418,"decane",0,2,0,0,1,1
"20278",24067,-7.55341275262474,269.001910044,25,6,11,3,714,"toluene",1,0,1,0,1,0
"20279",24068,-5.1065340411041,357.976817492,30,7,15,2,379,"toluene",0,0,1,1,1,0
"20280",24069,-5.96984969760781,218.006267152,21,7,8,3,309,"toluene",2,2,1,0,0,0
"20281",24070,-4.51866160926106,253.116151948,36,9,7,2,202,"decane",0,0,0,0,2,0
"20282",24071,-5.81255117999644,237.048466312,27,7,8,2,71,"apin",0,0,0,0,2,0
"20283",24072,-4.99728261073818,310.101230156,39,10,9,1,219,"decane",0,1,0,0,1,0
"20284",24074,-6.8816054831261,239.064116376,29,7,8,2,303,"decane",0,1,0,0,2,0
"20285",24076,-1.55805548036508,250.99134536,22,6,10,2,141,"toluene",1,1,0,0,1,0
"20286",24078,-2.92597467289978,233.0899372,31,9,6,1,49,"apin",0,1,0,0,1,0
"20287",24079,-2.89849453216819,188.032087976,21,7,6,2,27,"toluene",1,3,0,0,1,0
"20288",24080,-6.08777574221656,207.985531708,18,5,9,2,15,"toluene",0,1,0,0,0,2
"20289",24082,-2.82694006995718,313.986988252,27,6,13,2,122,"toluene",1,0,0,1,1,0
"20290",24083,-9.47352867151278,267.022645488,27,7,10,4,392,"toluene",3,1,1,0,0,0
"20291",24084,-3.82011756391243,265.006995424,25,7,10,2,42,"toluene",1,1,1,0,0,0
"20292",24085,-0.815664562592595,238.99134536,21,5,10,2,101,"toluene",2,0,0,1,0,0
"20293",24086,-7.65229966976552,331.997552936,30,6,14,3,568,"toluene",1,0,0,0,1,1
"20294",24087,1.97362537819142,170.130679816,30,10,2,0,10,"decane",0,2,0,0,0,0
"20295",24090,-7.86258107888055,322.064844648,36,10,10,2,115,"apin",2,2,0,0,0,0
"20296",24091,-3.70479023349428,341.981902872,29,7,14,2,337,"toluene",1,2,0,1,1,0
"20297",24092,-4.31893146081496,267.059030996,31,8,9,2,309,"apin",0,2,0,0,2,0
"20298",24093,-4.72490158177348,300.991739284,27,6,13,3,346,"toluene",0,0,0,0,2,1
"20299",24094,-5.70291022019754,282.069930028,33,8,9,1,183,"decane",0,1,0,0,1,0
"20300",24095,-2.42171813304261,293.997159012,26,7,11,1,84,"toluene",1,1,0,0,0,0
"20301",24096,-3.35966844775041,172.000787848,16,6,6,1,6,"toluene",0,3,0,0,1,0
"20302",24097,-0.966512545592481,309.992073632,27,7,12,0,26,"toluene",0,1,0,1,0,0
"20303",24098,-6.7227919451462,316.002638316,29,6,13,3,358,"toluene",2,1,0,0,1,0
"20304",24099,-6.14935252038982,222.001181772,21,6,9,3,55,"toluene",0,0,1,0,0,2
"20305",24100,-1.80511769455076,238.99134536,21,5,10,2,53,"toluene",1,1,0,0,1,0
"20306",24101,-1.21611352234987,156.042258736,19,7,4,1,10,"toluene",1,0,0,0,0,0
"20307",24102,-5.26993550059096,345.976817492,29,6,15,3,416,"toluene",1,0,0,1,2,0
"20308",24103,-5.86050890896131,266.98625998,23,6,11,2,85,"toluene",0,0,0,0,0,2
"20309",24104,-6.85950073711732,265.006995424,25,7,10,2,83,"toluene",1,1,0,0,1,0
"20310",24107,-8.51737329121815,283.017560108,28,7,11,4,224,"toluene",2,0,1,0,1,0
"20311",24110,-3.92240911009555,219.037901628,24,7,7,1,53,"toluene",1,1,0,0,0,0
"20312",24111,-1.85555678519042,220.980780676,18,5,9,2,11,"toluene",2,2,0,0,0,0
"20313",24112,-1.99579292421502,252.022979836,25,6,9,1,118,"toluene",1,0,0,0,0,0
"20314",24114,-6.24686112688115,309.992073632,27,7,12,2,29,"toluene",2,2,0,0,0,0
"20315",24115,-2.39883862174554,205.058637072,25,7,6,1,110,"decane",1,2,0,0,0,0
"20316",24116,-9.40479478154796,328.002638316,30,7,13,3,260,"toluene",2,0,0,0,1,0
"20317",24117,-2.22370742889132,255.981508948,21,4,11,2,96,"toluene",0,0,1,0,1,0
"20318",24118,2.11095876131571,156.042258736,19,7,4,0,5,"apin",0,4,0,0,0,0
"20319",24119,-5.63120874703164,266.98625998,23,6,11,2,287,"toluene",0,1,1,0,1,0
"20320",24120,-2.78994796025001,194.006267152,19,5,8,4,262,"toluene",3,1,0,0,1,0
"20321",24121,-1.43046324070593,210.99643074,19,4,9,2,106,"toluene",1,0,0,0,0,1
"20322",24122,-11.2019928687984,254.02739652,27,7,10,4,467,"toluene",2,1,0,0,2,0
"20323",24123,-2.13348143319223,282.069930028,33,8,9,1,74,"apin",1,0,0,1,0,0
"20324",24124,-6.60354706927,277.07976644,34,10,8,1,331,"decane",0,3,0,0,1,0
"20325",24125,-9.56248792633076,246.073952788,31,10,7,3,431,"apin",1,1,2,0,0,0
"20326",24126,-2.88927791524564,179.0066015,17,4,7,2,22,"toluene",1,0,0,0,1,0
"20327",24127,-7.45538805513859,204.985866056,17,5,8,2,26,"toluene",0,0,1,0,1,0
"20328",24128,-4.94974478215481,218.006267152,21,7,8,2,43,"toluene",1,3,0,0,0,1
"20329",24129,-2.21990050953751,209.017166184,21,5,8,2,51,"toluene",2,0,0,0,0,0
"20330",24130,-0.249882954914459,297.955688124,22,5,13,1,38,"toluene",0,0,1,2,0,0
"20331",24131,-3.17406677832999,282.9811746,24,6,12,2,67,"toluene",0,1,0,0,1,1
"20332",24133,-9.0666589800458,208.058302724,26,7,7,3,460,"apin",1,0,0,0,2,0
"20333",24134,-7.81769961011332,311.048860236,34,9,11,2,255,"apin",0,0,0,1,1,1
"20334",24135,-4.71574395755004,220.021917216,23,7,8,3,84,"toluene",1,1,1,0,0,1
"20335",24136,-6.00392213228407,294.069930028,34,9,9,1,220,"apin",1,1,0,0,0,0
"20336",24137,-5.09627096430814,238.99134536,21,5,10,3,135,"toluene",2,0,0,0,0,1
"20337",24138,-3.69342487543717,237.012080804,23,6,9,2,180,"toluene",0,0,1,0,1,0
"20338",24139,-7.32961957322602,283.053945616,32,8,10,3,807,"apin",1,2,0,0,2,0
"20339",24140,-4.23127518369868,136.000787848,13,3,6,2,30,"toluene",0,1,2,0,0,0
"20340",24141,-1.5393374132576,166.011352532,17,4,7,2,85,"toluene",1,0,0,0,0,1
"20341",24142,-9.87099214365759,254.02739652,27,7,10,6,342,"toluene",4,1,0,0,2,0
"20342",24143,-7.24488497738764,218.079038168,29,9,6,2,30,"apin",0,1,0,0,1,1
"20343",24145,-5.92275523145841,312.991739284,28,7,13,3,167,"toluene",1,1,1,1,1,0
"20344",24146,-5.48187142681971,357.976817492,30,7,15,3,123,"toluene",1,0,0,1,2,0
"20345",24147,-1.86680883028678,148.037173356,18,5,5,2,33,"toluene",1,0,0,0,1,0
"20346",24148,-14.9086600317468,252.011746456,25,7,10,4,460,"toluene",2,3,0,0,1,1
"20347",24149,-5.80715413589409,310.064844648,35,9,10,1,352,"apin",0,2,0,0,1,0
"20348",24150,-4.59896542138355,255.059030996,30,7,9,2,124,"apin",0,0,0,0,2,0
"20349",24151,-3.11128198270314,282.03354452,29,7,10,1,133,"apin",0,1,0,0,0,1
"20350",24152,-2.98448392832684,278.98625998,24,7,11,1,71,"toluene",1,1,0,1,0,0
"20351",24153,-5.67816777554127,265.116151948,37,10,7,2,345,"decane",1,1,0,0,1,0
"20352",24154,-1.18910271059257,203.990617088,18,6,8,1,17,"toluene",0,4,1,0,0,0
"20353",24156,-2.94243597643154,266.98625998,23,6,11,2,86,"toluene",1,0,0,1,1,0
"20354",24157,-7.39687058608209,299.048860236,33,8,11,3,680,"apin",0,1,0,0,2,1
"20355",24158,-0.960151608164134,266.98625998,23,6,11,2,70,"toluene",0,1,0,0,1,1
"20356",24159,-7.25854316914681,299.012474728,29,7,12,3,163,"toluene",1,0,0,0,1,1
"20357",24162,-2.85172181169503,220.021917216,23,7,8,3,14,"toluene",2,2,0,0,1,0
"20358",24163,-1.6154594831268,236.064450724,28,7,7,0,18,"decane",0,1,0,0,0,0
"20359",24164,-12.1801626568624,283.017560108,28,7,11,4,566,"toluene",1,0,2,0,1,0
"20360",24165,-4.2316390293963,325.986988252,28,7,13,1,154,"toluene",1,1,0,1,0,0
"20361",24166,-4.82877495217766,156.042258736,19,7,4,1,11,"toluene",0,0,1,0,0,0
"20362",24167,-1.10189938818545,311.971338188,25,6,13,2,232,"toluene",2,2,0,1,0,0
"20363",24168,-7.15726043952499,236.016831836,24,7,9,3,152,"toluene",1,2,0,0,2,0
"20364",24169,-11.5525326897747,299.048860236,33,8,11,4,786,"apin",3,1,0,1,1,0
"20365",24170,-1.62579078493534,210.99643074,19,4,9,1,62,"toluene",0,1,0,0,1,0
"20366",24172,-4.29928463297527,238.04371528,26,6,8,1,147,"decane",1,1,0,0,0,0
"20367",24174,-5.39960307886228,286.97608922,24,5,13,3,377,"toluene",0,0,1,1,2,0
"20368",24176,-5.83499616053669,312.991739284,28,7,13,3,267,"toluene",1,0,0,1,1,1
"20369",24177,-2.30358142767619,276.970609916,22,7,11,1,104,"toluene",0,3,0,0,0,1
"20370",24178,-4.60086370288261,249.048466312,28,8,8,1,106,"decane",0,2,0,0,0,1
"20371",24180,-6.74965764450237,328.039023824,34,8,12,2,307,"apin",0,1,0,0,1,1
"20372",24181,-4.68358076965891,253.006995424,24,6,10,2,181,"toluene",1,1,0,0,1,0
"20373",24182,-6.90595399231406,224.016831836,23,6,9,3,338,"toluene",1,2,1,0,1,0
"20374",24183,-3.86492621359689,297.992073632,26,6,12,2,28,"toluene",1,1,0,0,1,0
"20375",24184,-4.41189203910637,202.084123548,28,9,5,1,57,"apin",0,2,0,0,1,0
"20376",24185,-7.33248418280234,312.007723696,29,7,12,3,522,"toluene",2,0,0,0,1,0
"20377",24186,-0.075114197429529,144.115029752,26,8,2,1,53,"decane",1,0,0,0,0,0
"20378",24187,-12.3547854622925,295.090331124,37,10,9,3,589,"apin",2,1,0,0,1,0
"20379",24189,-8.59730166884695,253.006995424,24,6,10,3,154,"toluene",1,0,0,0,1,1
"20380",24192,-8.44947068361914,236.016831836,24,7,9,4,610,"toluene",2,2,1,0,1,0
"20381",24193,-6.26720978082247,279.059030996,32,9,9,2,167,"apin",1,0,0,1,1,0
"20382",24194,-2.28655901599585,116.047344116,16,5,3,1,10,"apin",1,1,0,0,0,0
"20383",24195,-10.3067996586587,218.006267152,21,7,8,3,41,"toluene",1,1,1,0,1,0
"20384",24196,0.936328210738957,293.960773504,22,6,12,0,14,"toluene",0,2,0,2,0,0
"20385",24197,-6.07135756608637,316.002638316,29,6,13,3,378,"toluene",1,0,0,0,2,0
"20386",24198,-8.43578826536447,343.997552936,31,7,14,3,742,"toluene",1,0,1,1,1,0
"20387",24199,-0.879085623166573,178.04773804,22,6,6,2,31,"apin",0,0,0,0,1,1
"20388",24200,-1.33572950718722,234.99643074,21,6,9,1,18,"toluene",0,1,1,0,0,0
"20389",24201,-3.05003596210461,309.992073632,27,7,12,1,106,"toluene",0,2,0,0,0,1
"20390",24202,-3.48724740324612,191.042987008,22,6,6,1,81,"decane",0,0,1,0,0,0
"20391",24203,-10.4987552932555,234.001181772,22,7,9,3,98,"toluene",0,0,1,0,1,1
"20392",24204,-4.17106749833055,279.059030996,32,9,9,1,166,"apin",0,0,0,1,1,0
"20393",24205,-11.1669276277141,269.001910044,25,6,11,4,370,"toluene",2,0,1,0,1,0
"20394",24206,-4.10186200909176,238.99134536,21,5,10,2,417,"toluene",1,1,1,0,0,0
"20395",24207,-5.09895865783821,312.007723696,29,7,12,3,11,"toluene",2,1,0,0,1,0
"20396",24208,-0.656979480507646,311.971338188,25,6,13,1,120,"toluene",1,0,0,1,0,0
"20397",24209,-3.93895066644081,357.976817492,30,7,15,3,569,"toluene",2,1,0,1,1,0
"20398",24210,-7.69105886335737,296.085580092,36,9,9,2,499,"apin",2,1,0,0,0,0
"20399",24211,-3.14327760707693,250.99134536,22,6,10,1,17,"toluene",0,3,1,0,0,0
"20400",24212,-4.61597256102695,222.99643074,20,5,9,2,34,"toluene",1,1,0,0,0,1
"20401",24213,-6.16570054571857,356.033938444,36,9,13,2,901,"apin",0,2,0,0,1,1
"20402",24214,-2.43653655438018,239.064116376,29,7,8,1,162,"apin",0,1,0,0,1,0
"20403",24215,-6.95842208697536,328.002638316,30,7,13,3,428,"toluene",2,1,1,1,0,0
"20404",24216,-5.11915986522406,249.012080804,24,7,9,2,50,"toluene",0,1,1,0,0,1
"20405",24219,-5.00005684503841,158.021523292,17,6,5,3,5,"toluene",2,1,0,0,1,0
"20406",24220,-5.3340366042532,265.006995424,25,7,10,2,69,"toluene",0,0,0,0,1,1
"20407",24222,-4.81572806207517,261.08485182,33,10,7,2,7,"apin",1,1,0,0,1,0
"20408",24223,-1.88979141388472,226.99134536,20,4,10,2,70,"toluene",0,0,1,1,1,0
"20409",24224,-0.40628574511725,160.000787848,15,5,6,1,16,"toluene",0,2,0,0,1,0
"20410",24225,-6.49899895104242,282.9811746,24,6,12,3,177,"toluene",1,0,0,1,2,0
"20411",24226,-4.79222062278096,292.090665472,36,10,8,0,47,"decane",0,2,0,0,0,0
"20412",24227,-6.7885866453425,310.101230156,39,10,9,1,186,"decane",0,1,0,0,1,0
"20413",24228,-4.78240302020374,174.05282342,22,7,5,2,24,"apin",1,2,0,0,1,0
"20414",24229,-3.30695639250238,281.001910044,26,7,11,3,195,"toluene",2,2,0,0,1,0
"20415",24230,-10.431759856425,220.021917216,23,7,8,2,239,"toluene",0,0,1,0,1,0
"20416",24231,-10.4253408538479,297.06959568,35,9,10,3,848,"apin",1,2,0,0,2,0
"20417",24232,-4.59218360845525,235.032816248,25,7,8,2,41,"apin",1,2,0,0,1,0
"20418",24234,-7.6624099781046,262.99134536,23,7,10,2,239,"toluene",0,0,1,0,1,0
"20419",24235,-4.9665512317657,265.006995424,25,7,10,2,72,"toluene",2,1,0,1,0,0
"20420",24236,-1.56083397360739,234.99643074,21,6,9,2,37,"toluene",1,2,1,0,0,0
"20421",24237,-8.0992997908656,265.07976644,33,9,8,2,469,"decane",1,2,0,0,1,0
"20422",24238,-2.46018736001166,255.981508948,21,4,11,2,36,"toluene",1,0,0,0,1,0
"20423",24239,-10.5953857789057,359.992467556,32,7,15,4,67,"toluene",2,0,0,0,1,1
"20424",24240,-6.3701360980543,313.986988252,27,6,13,2,348,"toluene",1,0,0,0,0,1
"20425",24243,-9.7141875506301,269.001910044,25,6,11,3,562,"toluene",0,1,2,0,1,0
"20426",24246,-8.65792098710739,316.002638316,29,6,13,4,181,"toluene",2,0,0,0,2,0
"20427",24247,-7.04747444757425,300.991739284,27,6,13,4,490,"toluene",3,1,0,1,1,0
"20428",24249,-2.41362944825189,357.976817492,30,7,15,1,100,"toluene",0,1,0,1,0,1
"20429",24250,-5.17586827882913,312.991739284,28,7,13,3,115,"toluene",2,1,0,1,0,1
"20430",24251,-5.93926155762427,284.996824664,26,6,12,3,767,"toluene",1,0,1,1,1,0
"20431",24252,-2.37895742986804,265.006995424,25,7,10,2,99,"toluene",1,1,0,1,0,1
"20432",24253,-1.88968277877581,264.970609916,21,6,11,2,29,"toluene",1,3,0,0,1,0
"20433",24255,-7.36375401386283,239.027730868,25,6,9,3,361,"apin_toluene",1,0,1,0,1,0
"20434",24256,-5.04348862948105,268.054279964,30,7,9,1,182,"decane",0,1,0,0,1,0
"20435",24257,-3.27937194944595,282.03354452,29,7,10,1,209,"apin",0,2,0,0,1,0
"20436",24258,0.526899412875353,223.991679708,19,4,9,1,61,"toluene",0,1,0,0,1,0
"20437",24260,-3.07460663563201,221.053551692,26,7,7,1,101,"apin",0,2,0,0,1,0
"20438",24261,0.728888720463072,158.021523292,17,6,5,1,23,"toluene",1,2,0,0,0,0
"20439",24262,-3.46364542106897,291.059030996,33,10,9,1,263,"apin",0,4,0,0,1,0
"20440",24263,-6.75052548412651,343.961167428,27,6,15,2,416,"toluene",0,1,2,1,0,0
"20441",24264,-6.76999536529057,277.07976644,34,10,8,1,198,"apin",0,0,0,0,1,0
"20442",24265,-7.49520408180601,284.049194584,31,7,10,2,443,"apin",1,0,0,0,1,0
"20443",24266,-9.09117009573572,283.017560108,28,7,11,3,668,"toluene",1,0,2,0,0,0
"20444",24267,-5.06941179358055,231.985531708,20,7,9,1,23,"toluene",0,4,0,0,0,1
"20445",24268,-5.95424225451835,299.048860236,33,8,11,3,535,"apin",1,0,0,1,2,0
"20446",24269,-3.23360031607805,253.006995424,24,6,10,2,156,"toluene",0,0,0,0,1,1
"20447",24270,-9.87236387637062,204.027002596,22,7,7,4,51,"toluene",3,1,0,0,1,0
"20448",24271,-6.58878095988626,238.068867408,30,8,8,4,525,"apin",2,0,0,0,1,1
"20449",24272,-2.8857288881515,263.027730868,27,8,9,1,128,"decane",0,3,0,0,0,1
"20450",24273,-10.1882444106237,297.06959568,35,9,10,3,841,"apin",1,2,0,0,2,0
"20451",24275,-3.36377618726543,281.001910044,26,7,11,2,141,"toluene",1,1,0,1,1,0
"20452",24276,-7.01212968571611,236.016831836,24,7,9,3,235,"toluene",0,0,0,0,2,1
"20453",24277,-3.12386848197095,266.98625998,23,6,11,2,24,"toluene",0,2,0,0,2,0
"20454",24278,-5.88369476645516,203.990617088,18,6,8,2,38,"toluene",0,0,1,0,0,1
"20455",24279,-6.89231022587105,221.017166184,22,6,8,2,40,"toluene",1,1,0,0,0,1
"20456",24280,-9.42442331345759,238.0324819,26,7,9,5,35,"toluene",4,1,0,0,1,0
"20457",24281,-9.17613902712503,316.002638316,29,6,13,5,105,"toluene",4,0,0,0,1,0
"20458",24283,-6.73400020591414,279.059030996,32,9,9,2,451,"apin",0,2,1,0,1,0
"20459",24286,-6.65900033555135,294.106315536,38,10,8,1,163,"decane",1,1,0,0,0,0
"20460",24288,-6.93397612680157,240.011746456,24,6,10,4,286,"toluene",1,0,1,0,2,0
"20461",24290,-7.12006912212898,237.996096392,22,6,10,3,291,"toluene",1,1,0,0,1,1
"20462",24293,-4.81641834638302,269.001910044,25,6,11,2,176,"toluene",1,0,0,1,1,0
"20463",24294,-3.48181872501728,313.986988252,27,6,13,1,112,"toluene",0,1,0,0,0,1
"20464",24295,-3.41124569692259,263.064116376,31,9,8,1,81,"apin",0,0,0,1,1,0
"20465",24296,0.51372193918445,222.99643074,20,5,9,1,5,"toluene",1,1,0,1,0,0
"20466",24297,-9.37862241472328,281.001910044,26,7,11,3,43,"toluene",1,0,0,0,1,1
"20467",24298,-9.2734542923575,269.038295552,29,7,10,3,451,"apin",1,1,0,0,1,1
"20468",24300,-5.44338264464689,373.971732112,31,7,16,2,333,"toluene",0,2,0,1,2,0
"20469",24301,-11.5398311584452,297.105981188,39,10,9,3,601,"decane",1,1,0,0,2,0
"20470",24302,-3.64461908682856,238.99134536,21,5,10,2,55,"toluene",1,0,0,1,0,1
"20471",24303,-6.62170699091568,296.996824664,27,7,12,2,873,"toluene",0,1,1,0,1,0
"20472",24305,-3.65943483872835,360.028853064,36,8,14,2,531,"apin",1,1,0,1,1,0
"20473",24306,1.83078949899154,207.00151612,19,5,8,0,21,"toluene",0,1,0,0,0,0
"20474",24307,-3.64835680660495,290.075015408,34,10,8,0,25,"apin",0,1,0,0,0,0
"20475",24308,-3.49183299150102,356.033938444,36,9,13,2,172,"apin",0,1,0,0,0,2
"20476",24309,-7.41067783915811,300.007723696,28,6,12,4,242,"toluene",4,1,0,0,0,0
"20477",24310,-6.64496565181808,265.07976644,33,9,8,2,97,"apin",0,1,0,0,2,0
"20478",24312,-3.09375787659372,188.068473484,25,8,5,1,54,"apin",0,1,0,0,1,0
"20479",24313,-5.4562692095092,257.001910044,24,5,11,3,455,"toluene",0,0,0,0,3,0
"20480",24314,-3.59706046467514,174.05282342,22,7,5,1,75,"apin",0,2,0,0,1,0
"20481",24315,-5.69830347589845,295.053945616,33,9,10,1,237,"apin",0,2,0,0,1,0
"20482",24316,-7.24121529202955,308.049194584,33,9,10,1,238,"apin",1,2,0,0,0,0
"20483",24317,-5.16329388792397,265.006995424,25,7,10,2,535,"toluene",1,3,0,0,1,0
"20484",24321,-9.48736331509457,303.007389348,29,6,13,4,454,"toluene",1,1,0,0,3,0
"20485",24322,-9.43369639564611,281.001910044,26,7,11,3,705,"toluene",0,0,1,0,2,0
"20486",24323,-4.23762179217555,234.99643074,21,6,9,2,195,"toluene",1,2,1,0,0,0
"20487",24324,-2.60194686303223,187.995702468,17,6,7,1,22,"toluene",0,2,1,0,0,0
"20488",24325,-7.24971354980923,312.11688022,41,10,9,2,308,"decane",1,0,0,0,1,0
"20489",24326,-2.60099841121464,237.048466312,27,7,8,2,74,"apin",0,0,1,0,0,1
"20490",24327,-6.17829012236926,308.049194584,33,9,10,1,283,"apin",1,1,0,0,0,0
"20491",24328,-4.63439001163793,223.032816248,24,6,8,2,152,"apin",0,0,1,0,1,0
"20492",24329,-11.4760460250189,312.007723696,29,7,12,3,391,"toluene",2,1,0,0,1,0
"20493",24330,0.374123026132846,120.005873228,12,3,5,3,10,"toluene",2,0,1,0,0,0
"20494",24332,-4.70165501311011,160.037173356,19,6,5,2,20,"toluene",1,0,1,0,0,0
"20495",24333,-6.49412804559645,322.064844648,36,10,10,1,221,"apin",1,1,0,0,0,0
"20496",24334,-8.00476991145162,252.970609916,20,5,11,3,130,"toluene",0,1,3,0,0,0
"20497",24335,-6.79119828684164,283.017560108,28,7,11,3,408,"toluene",2,0,0,0,0,1
"20498",24337,-3.17298103055125,357.976817492,30,7,15,2,505,"toluene",1,1,0,1,1,0
"20499",24338,-9.72739005189972,269.001910044,25,6,11,4,54,"toluene",2,0,0,0,2,0
"20500",24339,-7.33496362413782,178.084123548,26,7,5,3,352,"decane",1,0,1,0,1,0
"20501",24340,-7.28611877107017,269.001910044,25,6,11,3,579,"toluene",1,0,1,0,1,0
"20502",24342,-10.4835456245541,329.981902872,28,6,14,4,831,"toluene",2,1,1,0,0,1
"20503",24343,-5.27765996262117,252.011746456,25,7,10,3,371,"toluene",1,1,0,0,1,1
"20504",24344,-6.44424415763973,298.02845914,30,7,11,2,35,"apin",0,0,0,0,1,1
"20505",24345,-8.91648431208826,293.07468106,35,10,9,2,436,"apin",0,0,1,0,1,0
"20506",24346,-8.82163889570553,299.048860236,33,8,11,3,698,"apin",1,0,0,1,2,0
"20507",24347,-5.13241525747336,324.044109204,34,9,11,1,79,"apin",0,0,0,1,1,0
"20508",24348,-3.28209108855035,293.997159012,26,7,11,1,115,"toluene",1,0,0,0,0,0
"20509",24349,-4.52268228031138,265.006995424,25,7,10,2,133,"toluene",0,2,1,0,1,0
"20510",24350,-7.99674352098979,282.9811746,24,6,12,4,194,"toluene",3,2,1,0,0,0
"20511",24351,-9.64591836256605,234.073952788,30,9,7,3,157,"apin",0,1,1,0,2,0
"20512",24352,-7.67805092261027,238.0324819,26,7,9,3,263,"toluene",1,1,0,0,2,0
"20513",24353,-3.59169163023381,210.99643074,19,4,9,2,55,"toluene",0,0,0,0,1,1
"20514",24354,-5.47609414032972,267.022645488,27,7,10,2,325,"apin",0,0,1,1,1,0
"20515",24355,-5.10153922540085,237.012080804,23,6,9,3,111,"toluene",3,2,0,0,0,0
"20516",24356,-6.18590213299764,188.032087976,21,7,6,2,93,"toluene",1,0,0,0,1,0
"20517",24357,-3.31797432578492,357.976817492,30,7,15,2,123,"toluene",1,1,0,1,0,1
"20518",24359,-1.66824291637455,253.006995424,24,6,10,1,70,"toluene",0,0,0,1,1,0
"20519",24360,0.785270554147627,154.099379688,25,9,2,0,4,"apin",0,1,0,0,0,0
"20520",24361,-7.81524736931626,206.006267152,20,6,8,3,31,"toluene",0,0,1,0,1,1
"20521",24362,-5.56398883138194,188.068473484,25,8,5,2,134,"apin",1,2,1,0,0,0
"20522",24363,-4.70909125123944,249.012080804,24,7,9,2,98,"toluene",1,0,1,1,0,0
"20523",24364,-2.22739008854539,237.048466312,27,7,8,2,275,"apin",1,1,0,0,1,0
"20524",24365,-7.60443157266328,373.971732112,31,7,16,3,343,"toluene",1,0,0,1,0,2
"20525",24366,-6.90201897956697,359.992467556,32,7,15,3,347,"toluene",0,0,1,1,2,0
"20526",24367,-4.46495810824266,257.001910044,24,5,11,3,229,"toluene",1,1,0,0,2,0
"20527",24368,-3.38284362942308,250.99134536,22,6,10,1,69,"toluene",0,1,0,0,0,1
"20528",24370,-6.02773328393711,234.073952788,30,9,7,2,208,"decane",0,2,0,0,1,1
"20529",24373,-1.28148224859169,252.059365344,29,7,8,1,14,"apin",0,0,0,0,1,0
"20530",24374,-0.587355756301886,278.98625998,24,7,11,1,18,"toluene",1,3,0,1,0,0
"20531",24375,-2.34171889796014,237.048466312,27,7,8,1,87,"apin",0,1,0,1,1,0
"20532",24376,-5.12171598460855,233.017166184,23,7,8,1,7,"toluene",1,1,0,0,0,0
"20533",24377,-8.45496721544583,271.053945616,31,7,10,3,469,"apin",0,0,0,0,3,0
"20534",24378,-3.52575876486904,296.996824664,27,7,12,1,161,"toluene",0,1,0,1,1,0
"20535",24379,-4.743464701014,263.027730868,27,8,9,1,185,"decane",1,3,0,1,0,0
"20536",24380,-6.87032498412749,225.996096392,21,5,10,4,127,"toluene",2,1,0,0,1,1
"20537",24381,-2.48945307833087,265.006995424,25,7,10,3,332,"toluene",3,1,0,0,0,0
"20538",24382,-1.60247272818081,280.965524536,22,6,12,1,121,"toluene",0,2,0,0,0,1
"20539",24384,-14.8272737160503,283.017560108,28,7,11,4,176,"toluene",3,0,0,0,1,0
"20540",24385,-12.9173093488681,300.991739284,27,6,13,4,237,"toluene",1,0,1,0,1,1
"20541",24386,-7.04593371849994,220.058302724,27,8,7,3,152,"apin",1,0,1,0,0,1
"20542",24388,-4.77244646030528,309.992073632,27,7,12,1,30,"toluene",0,2,0,0,0,1
"20543",24390,-8.22231697998352,224.016831836,23,6,9,5,176,"toluene",3,1,0,0,2,0
"20544",24391,-5.75833283453877,313.986988252,27,6,13,2,187,"toluene",0,1,0,0,1,1
"20545",24392,-7.43426709196587,300.991739284,27,6,13,3,583,"toluene",0,1,1,0,1,1
"20546",24393,-4.12967299086609,327.966252808,26,6,14,2,145,"toluene",0,1,1,1,1,0
"20547",24394,-8.22584160306451,222.001181772,21,6,9,3,73,"toluene",1,0,1,0,0,1
"20548",24395,-6.24372997263212,249.012080804,24,7,9,2,104,"toluene",0,1,2,0,0,0
"20549",24396,-3.96999770614869,251.100501884,34,9,7,2,49,"apin",0,0,0,0,2,0
"20550",24398,-7.06607930383363,240.011746456,24,6,10,3,576,"toluene",0,1,1,0,2,0
"20551",24399,-6.89573269649559,359.992467556,32,7,15,3,302,"toluene",1,0,1,1,1,0
"20552",24400,-5.44933035726166,298.97608922,25,6,13,2,197,"toluene",1,1,0,1,0,1
"20553",24401,-4.65021248871813,223.032816248,24,6,8,2,396,"apin",1,1,0,0,1,0
