ID,log_pSat_Pa,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
29317,-0.018540307492190624,148.996036816,13,3,6,1,2,11.0,2.0,toluene,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
29318,-2.4304477004364933,249.012080804,24,7,9,1,1,37.0,19.0,toluene,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0
29319,-6.507947371348518,280.079432092,35,10,9,0,2,1.0,1.0,apin,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0
29320,-8.01901515847413,269.001910044,25,6,11,1,3,754.0,40.0,toluene,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0
29321,-5.962199152758969,265.006995424,25,7,10,1,2,492.0,40.0,toluene,0,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0
29322,-8.246613936382248,269.038295552,29,7,10,1,3,273.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0
29323,-5.207928760443247,328.00263831599995,30,7,13,2,2,164.0,24.0,toluene,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0
29324,-4.334983785660626,311.971338188,25,6,13,2,2,248.0,11.0,toluene,0,0,1,2,1,1,0,0,1,1,0,0,1,0,0,0
29325,-6.012763901952624,180.027002596,20,5,7,0,3,160.0,40.0,toluene,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
29326,-3.9084488888191227,172.037173356,20,7,5,0,2,22.0,8.0,toluene,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
29327,1.4780922938775465,104.047344116,15,4,3,0,1,9.0,7.0,apin,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29328,-8.333732348344878,299.01247472800003,29,7,12,1,3,167.0,38.0,toluene,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0
29329,-7.031895828779252,269.001910044,25,6,11,1,3,283.0,40.0,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0
29330,-0.3240089044483151,262.99134536,23,7,10,1,2,147.0,21.0,toluene,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
29332,-5.24273985595946,312.007723696,29,7,12,2,2,126.0,28.0,toluene,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0
29333,-4.62142719985058,295.976423568,24,6,12,2,3,164.0,19.0,toluene,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,2
29335,-6.550101760096389,357.9768174919999,30,7,15,2,2,334.0,40.0,toluene,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
29336,-7.5296985717487885,263.064116376,31,9,8,1,1,113.0,14.0,decane,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
29337,-4.426732086982977,254.98625998,22,5,11,1,2,227.0,26.0,toluene,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0
29338,-3.0544293967731995,312.007723696,29,7,12,2,1,255.0,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0
29339,-7.4170145831126915,370.049588508,39,10,13,2,2,661.0,40.0,apin,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0
29340,-3.9473404494269575,327.966252808,26,6,14,2,2,184.0,40.0,toluene,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
29342,-2.7174458985606638,306.069930028,35,10,9,2,0,63.0,40.0,apin,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
29343,-6.638957328241683,218.006267152,21,7,8,0,3,16.0,1.0,toluene,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0
29344,-5.3414269148948925,312.007723696,29,7,12,2,2,203.0,24.0,toluene,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0
29345,-5.700840925222059,218.006267152,21,7,8,0,2,96.0,36.0,toluene,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0
29346,-2.968980568004141,282.98117460000003,24,6,12,1,2,82.0,8.0,toluene,0,0,0,2,1,0,0,0,1,0,0,0,1,2,0,0
29347,-4.471982835164578,162.016437912,17,5,6,0,2,45.0,20.0,toluene,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
29348,-8.888399996396734,300.991739284,27,6,13,1,3,269.0,3.0,toluene,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0
29349,-7.776145775760348,206.006267152,20,6,8,0,3,49.0,3.0,toluene,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
29351,-1.0709389272773115,223.991679708,19,4,9,2,1,30.0,18.0,toluene,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
29352,-1.6376073316339743,219.00151612,20,6,8,1,0,10.0,10.0,toluene,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
29353,-7.084233290567118,328.0390238239999,34,8,12,2,2,423.0,40.0,apin,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
29354,-3.9566763537238105,247.069201756,30,9,7,1,1,80.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
29356,-12.691192089195006,300.99173928399995,27,6,13,1,5,1382.0,10.0,toluene,0,0,2,0,0,2,1,0,1,0,0,0,0,1,0,0
29357,-5.405172275639424,180.027002596,20,5,7,0,3,108.0,6.0,toluene,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
29358,-3.971532327792736,202.011352532,20,7,7,0,1,23.0,20.0,toluene,1,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0
29359,-4.809145539598439,269.038295552,29,7,10,1,3,675.0,22.0,apin,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
29361,-6.397156135074003,284.049194584,31,7,10,2,2,398.0,40.0,apin,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0
29362,-6.09789803970007,281.00191004400006,26,7,11,1,3,84.0,16.0,toluene,0,0,2,0,2,0,1,0,1,0,0,0,0,1,0,0
29363,-9.358526753832209,267.022645488,27,7,10,1,3,260.0,40.0,toluene,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
29364,-3.824489287740626,269.00191004400006,25,6,11,1,2,234.0,13.0,toluene,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
29365,-11.356086216856198,238.0324819,26,7,9,0,4,293.0,28.0,toluene,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0
29366,-8.822628713500231,269.038295552,29,7,10,1,3,741.0,17.0,apin,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
29367,-9.39575914649655,296.996824664,27,7,12,1,3,381.0,25.0,toluene,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
29368,-6.193018688416713,325.0645103,37,10,11,1,2,417.0,40.0,apin,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0
29369,-4.978509116923045,357.9768174919999,30,7,15,2,2,560.0,40.0,toluene,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0
29370,-7.11916960672857,300.991739284,27,6,13,1,4,504.0,40.0,toluene,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0
29371,-5.796685388180946,263.027730868,27,8,9,1,1,182.0,40.0,decane,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0
29372,-1.7238887282657753,202.011352532,20,7,7,0,1,27.0,21.0,toluene,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0
29373,-6.924814515107481,162.016437912,17,5,6,0,3,167.0,29.0,toluene,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
29374,-6.897618504887953,234.001181772,22,7,9,0,2,390.0,40.0,toluene,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0
29375,-5.09201614032966,310.101230156,39,10,9,2,1,214.0,40.0,decane,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
29376,-13.193358152224906,252.011746456,25,7,10,0,3,141.0,6.0,toluene,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0
29377,-18.423157253922714,264.084517472,34,10,8,0,3,255.0,1.0,apin,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
29378,0.73634138937607,130.099379688,23,7,2,0,1,25.0,20.0,decane,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29379,-7.610996788485673,373.9717321119999,31,7,16,2,3,849.0,38.0,toluene,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0
29380,-9.868888876111434,312.991739284,28,7,13,1,3,373.0,40.0,,0,0,1,0,2,0,0,0,1,0,0,0,1,1,1,0
29381,-3.90196583915373,209.017166184,21,5,8,1,1,160.0,40.0,toluene,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
29382,-3.3926932371645058,312.007723696,29,7,12,2,3,229.0,24.0,toluene,0,0,3,0,2,0,0,1,2,0,0,0,0,0,0,0
29383,-5.329556346058317,316.039023824,33,7,12,2,2,352.0,40.0,apin,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
29384,-2.416840527444705,233.053551692,27,8,7,1,1,141.0,40.0,apin,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0
29385,0.11328275255937834,269.997159012,24,5,11,2,1,42.0,27.0,toluene,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
29388,-6.896009188901887,368.0339384439999,37,10,13,2,2,436.0,40.0,apin,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0
29389,-7.916969909953847,295.053945616,33,9,10,1,2,688.0,40.0,decane,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0
29390,-2.924125752365241,292.090665472,36,10,8,2,1,5.0,5.0,apin,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
29391,-9.513426673302911,220.021917216,23,7,8,0,3,147.0,3.0,toluene,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0
29392,-6.677696308596878,278.98625998000006,24,7,11,1,2,444.0,40.0,toluene,0,0,0,2,2,1,0,0,1,0,0,0,0,1,0,0
29393,-10.747427980203058,238.068867408,30,8,8,0,4,546.0,6.0,apin,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0
29394,-5.991286546744651,267.022645488,27,7,10,1,3,469.0,39.0,apin_toluene,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
29395,-8.990747106962704,300.007723696,28,6,12,2,3,268.0,5.0,toluene,0,0,2,1,0,0,0,0,1,1,0,0,1,1,0,0
29396,-2.564574845566519,298.02845914,30,7,11,2,1,124.0,40.0,apin,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
29397,-9.10745379388801,249.99609639200003,23,7,10,0,3,228.0,40.0,toluene,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0
29398,-1.3319221075150867,232.980780676,19,6,9,1,1,32.0,16.0,toluene,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0
29399,-5.915470902572842,281.997159012,25,6,11,2,3,20.0,5.0,toluene,1,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0
29401,-3.2157313031094703,192.027002596,21,6,7,0,2,120.0,40.0,toluene,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0
29402,-0.5803722438234754,312.044109204,33,8,11,2,2,328.0,40.0,apin,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0
29403,-5.710401022953882,297.992073632,26,6,12,2,3,196.0,5.0,toluene,0,0,2,1,0,0,0,0,0,2,0,0,1,1,0,0
29404,-2.6137570545118862,296.049194584,32,8,10,2,1,39.0,30.0,apin,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
29405,-5.623496447267291,268.05427996400005,30,7,9,2,2,73.0,40.0,apin,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
29406,-2.493631977716411,254.98625998000003,22,5,11,1,2,42.0,24.0,toluene,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
29407,-3.9360857360554995,220.021917216,23,7,8,0,3,137.0,6.0,toluene,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0
29408,1.2296644388971316,163.01168688,16,4,6,1,2,20.0,3.0,toluene,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0
29409,-4.1914725423548775,294.9811746,25,7,12,1,2,406.0,40.0,toluene,0,0,1,1,3,0,0,0,0,0,0,1,0,1,0,0
29410,-8.437640969342299,269.00191004400006,25,6,11,1,3,223.0,10.0,toluene,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0
29411,-6.302354506298919,206.006267152,20,6,8,0,2,130.0,40.0,toluene,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0
29412,0.7039810027041563,234.99643074,21,6,9,1,1,16.0,10.0,toluene,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0
29413,-9.573672275988121,370.0495885079999,39,10,13,2,2,571.0,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0
29415,-2.896848016653603,216.985866056,18,6,8,1,1,17.0,9.0,toluene,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0
29416,-9.992554013358387,277.07976644,34,10,8,1,2,687.0,40.0,decane,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0
29417,-10.384166166642752,281.00191004400006,26,7,11,1,3,366.0,40.0,toluene,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0
29418,-9.260388548903514,232.094688232,32,10,6,0,3,181.0,40.0,apin,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
29419,-5.3917659379923055,282.98117460000003,24,6,12,1,2,254.0,40.0,toluene,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0
29421,-7.482537847042237,265.07976644,33,9,8,1,2,191.0,19.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
29424,-4.12617474032547,210.001181772,20,5,9,0,3,130.0,32.0,toluene,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
29425,-4.451544396298878,312.007723696,29,7,12,2,2,122.0,32.0,toluene,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0
29426,-1.5134369215356367,324.04410920399994,34,9,11,2,1,75.0,28.0,apin,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0
29427,-6.6684771006056,283.017560108,28,7,11,1,3,508.0,30.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
29429,-0.8704339796287696,203.990617088,18,6,8,0,1,77.0,40.0,toluene,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0
29432,-5.053123652101769,356.03393844399994,36,9,13,2,2,602.0,28.0,apin,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
29433,-5.247342649968624,373.9717321119999,31,7,16,2,3,717.0,8.0,toluene,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0
29434,-7.934314672113813,266.98625998,23,6,11,1,3,215.0,2.0,toluene,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0
29435,-6.216430364253687,287.01247472800003,28,6,12,1,3,173.0,40.0,toluene,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
29436,-7.0131356208642766,222.001181772,21,6,9,0,2,180.0,40.0,toluene,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
29437,-11.867125191026057,299.012474728,29,7,12,1,4,519.0,8.0,toluene,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0
29438,-5.0530949756595485,277.07976644,34,10,8,1,1,174.0,40.0,decane,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0
29439,-5.442388413043048,292.054279964,32,9,9,2,0,74.0,40.0,decane,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
29440,-4.439195415309397,311.97133818799995,25,6,13,2,2,112.0,14.0,toluene,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0
29441,-11.574644094967999,257.00191004400006,24,5,11,1,5,443.0,1.0,toluene,0,0,2,0,0,1,0,1,0,1,0,0,0,2,0,0
29442,-5.287889662254497,210.001181772,20,5,9,0,3,62.0,4.0,toluene,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
29443,-4.585502694594223,223.032816248,24,6,8,1,2,266.0,40.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
29444,-3.1510136751298385,210.99643074,19,4,9,1,2,36.0,6.0,toluene,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
29446,-1.774902889749941,269.001910044,25,6,11,1,1,96.0,40.0,toluene,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
29447,-5.7083113586964584,284.085580092,35,8,9,2,2,365.0,40.0,decane,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
29448,-9.237188591316352,269.038295552,29,7,10,1,3,630.0,40.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
29449,-6.480634543575567,190.011352532,19,6,7,0,2,102.0,36.0,toluene,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0
29450,-7.768288086188071,291.059030996,33,10,9,1,2,117.0,32.0,apin,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0
29451,-5.488009403675432,176.068473484,24,7,5,0,2,157.0,40.0,apin,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
29452,-11.505780527885607,284.996824664,26,6,12,1,4,346.0,10.0,toluene,0,0,1,1,0,0,0,1,0,1,0,0,0,2,1,0
29453,-6.577608100614388,338.05975926799994,37,10,11,2,1,375.0,40.0,decane,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0
29454,-5.662968846044715,190.011352532,19,6,7,0,2,76.0,36.0,toluene,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
29455,-8.919340695020816,269.038295552,29,7,10,1,3,481.0,40.0,apin,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
29457,-6.253522280176899,250.99134536,22,6,10,1,3,349.0,17.0,toluene,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0
29458,-1.8239836812482741,237.012080804,23,6,9,1,2,124.0,29.0,toluene,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
29459,-8.501202054255451,310.97608921999995,26,7,13,1,3,386.0,40.0,toluene,0,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0
29461,-3.3841372558285125,330.01828837999994,32,7,13,2,2,519.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0
29462,-7.3805837187382854,312.991739284,28,7,13,1,3,285.0,40.0,toluene,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
29463,-2.500291835595169,276.09575085200004,35,10,7,2,0,16.0,16.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
29464,-7.97884694539653,204.027002596,22,7,7,0,3,70.0,3.0,toluene,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
29465,-8.289198238654906,178.04773804,22,6,6,0,3,600.0,40.0,decane,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
29466,-0.04964607032577955,163.01168688,16,4,6,1,1,11.0,6.0,toluene,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
29467,-6.162598671209454,208.058302724,26,7,7,0,3,156.0,6.0,apin,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
29468,-6.180683438713816,210.99643074,19,4,9,1,4,190.0,14.0,toluene,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0
29469,-0.4390980712245242,297.95568812399995,22,5,13,2,1,57.0,34.0,toluene,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0
29470,-4.234292011464271,234.001181772,22,7,9,0,2,126.0,40.0,toluene,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0
29471,-2.7651644822754524,282.03354452,29,7,10,2,1,150.0,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
29472,-4.233081328334378,219.074287136,28,8,6,1,1,118.0,40.0,decane,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
29473,-6.460332825096934,207.037901628,23,6,7,1,2,306.0,40.0,decane,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
29475,-8.41268654417601,342.054673888,37,9,12,2,3,566.0,16.0,apin,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0
29476,-6.67908080154113,186.016437912,19,7,6,0,2,30.0,17.0,toluene,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
29477,-3.5215982850694996,237.012080804,23,6,9,1,2,160.0,40.0,toluene,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0
29479,-7.489126414876167,294.98117460000003,25,7,12,1,2,180.0,9.0,toluene,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0
29480,-0.44571035937811904,191.0066015,18,5,7,1,1,18.0,7.0,toluene,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
29481,-2.1897798331636595,250.99134536000005,22,6,10,1,1,42.0,30.0,toluene,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0
29482,-4.867293689132,223.069201756,28,7,7,1,2,178.0,40.0,apin,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
29483,-6.15710196027228,203.990617088,18,6,8,0,2,36.0,14.0,toluene,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0
29484,-5.838977639305388,343.96116742799995,27,6,15,2,2,322.0,40.0,toluene,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0
29485,-3.089888315902994,253.006995424,24,6,10,1,2,119.0,13.0,toluene,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
29486,-4.188325832162061,309.992073632,27,7,12,2,1,230.0,40.0,toluene,0,0,1,2,1,0,0,0,2,0,0,0,1,0,0,0
29487,0.9583737475632372,266.98625998000006,23,6,11,1,1,32.0,19.0,toluene,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
29490,-2.8678558141921124,269.00191004400006,25,6,11,1,2,44.0,12.0,toluene,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
29491,-0.5920491230734238,132.042258736,17,5,4,0,2,9.0,3.0,apin,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
29492,-7.180806485927073,237.996096392,22,6,10,0,3,472.0,40.0,toluene,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0
29493,-4.288078513604652,266.98625998,23,6,11,1,2,290.0,40.0,toluene,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0
29495,-1.7266170760182498,222.99643074,20,5,9,1,1,60.0,17.0,toluene,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
29496,-7.867848031613176,283.053945616,32,8,10,1,3,123.0,40.0,apin,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
29497,-5.934303396088917,241.006995424,23,5,10,1,2,204.0,40.0,toluene,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
29498,-3.170492553086656,324.04410920399994,34,9,11,2,1,126.0,40.0,apin,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
29499,-3.2203690759492014,282.9811746,24,6,12,1,2,270.0,40.0,toluene,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
29500,-7.265019313431276,300.991739284,27,6,13,1,3,835.0,39.0,toluene,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
29501,-7.809713208747161,299.012474728,29,7,12,1,3,311.0,40.0,toluene,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0
29503,-8.460885248482477,234.99643074,21,6,9,1,2,83.0,21.0,toluene,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
29504,-5.70030768361139,296.049194584,32,8,10,2,2,589.0,40.0,apin,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0
29506,0.641732458358748,245.053551692,28,9,7,1,0,29.0,29.0,apin,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
29507,-2.5049021767558632,233.017166184,23,7,8,1,2,39.0,1.0,toluene,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
29508,-6.489236407862491,194.079038168,27,7,6,0,3,269.0,18.0,apin,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
29510,-5.143642477881026,278.98625998,24,7,11,1,2,67.0,14.0,toluene,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
29511,-5.080190578376172,233.017166184,23,7,8,1,1,103.0,40.0,toluene,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0
29512,-8.067157816946377,249.99609639200003,23,7,10,0,4,55.0,18.0,toluene,0,0,3,0,3,0,0,0,0,0,0,0,1,1,0,0
29513,-6.635066565109209,359.99246755599995,32,7,15,2,3,267.0,20.0,toluene,0,0,2,0,1,0,0,0,1,0,0,1,1,1,0,0
29514,-10.9213259673733,315.007389348,30,7,13,1,3,709.0,6.0,toluene,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
29515,-4.504475928908172,279.05903099600005,32,9,9,1,1,124.0,40.0,apin,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
29516,-10.237154623344942,283.017560108,28,7,11,1,4,513.0,10.0,toluene,0,0,2,0,1,1,0,1,1,0,0,0,0,1,0,0
29517,-4.2203482766850735,223.991679708,19,4,9,2,2,27.0,3.0,toluene,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
29518,-1.9718115358713177,292.054279964,32,9,9,2,0,44.0,40.0,apin,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0
29519,-3.755061373126216,206.006267152,20,6,8,0,2,90.0,40.0,toluene,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0
29520,-6.486346689873582,313.98698825199995,27,6,13,2,2,451.0,40.0,toluene,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0
29521,-9.285712842663154,283.017560108,28,7,11,1,3,253.0,8.0,toluene,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
29522,-5.649712724885777,328.0026383159999,30,7,13,2,3,219.0,17.0,toluene,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0
29523,-7.482247617368907,297.06959568,35,9,10,1,2,327.0,40.0,apin,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
29524,-6.156573364975352,316.00263831599995,29,6,13,2,2,531.0,40.0,toluene,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0
29525,-9.108420717119497,315.00738934799995,30,7,13,1,5,106.0,9.0,toluene,0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0
29526,0.1832353489766421,136.000787848,13,3,6,0,1,16.0,12.0,toluene,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
29527,-11.734152541215504,312.99173928399995,28,7,13,1,4,317.0,6.0,toluene,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0
29528,0.6057623719279746,269.997159012,24,5,11,2,2,61.0,4.0,toluene,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0
29529,-2.8063990937604517,325.98698825199995,28,7,13,2,2,157.0,12.0,toluene,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0
29530,-12.04930014331231,300.991739284,27,6,13,1,4,338.0,1.0,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0
29531,-4.865812415482515,331.9975529359999,30,6,14,2,4,162.0,18.0,toluene,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0
29532,-3.126076775340416,178.01135253200002,18,5,7,0,2,92.0,40.0,toluene,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
29535,-6.92048064875278,253.043380932,28,7,9,1,2,536.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0
